,Assembly accession,Bin_Id,Marker lineage,Completeness,Contamination,Strain_heterogeneity,Quality_score,classification,Domain,Phyla,Class,Order,Family,Genus,Species,n_scaffolds,n_contigs,scaf_bp,contig_bp,gap_pct,scaf_N50,scaf_L50,ctg_N50,ctg_L50,scaf_N90,scaf_L90,ctg_N90,ctg_L90,scaf_max,ctg_max,scaf_n_gt50K,scaf_pct_gt50K,gc_avg,gc_std,Classification_quality,orfs,pfam,ko,cog,cazymes,Orfs_anno_pfam%,Orfs_anno_ko%,Orfs_anno_cog%,Orfs_anno_cazymes%,ASM name,Alias,Altitude,Anonymized name,Arrayexpress species,Arrayexpress strain or line,Assembly level,Assembly method,Assembly method resumed,Biomaterial provider,Bioproject accession,Biosample accession,Biosample model,Biosample title,Biotic relationship,Body sample site,Cell shape,Collected by,Collection date,Comment paragraph,Completion date,Contact email,Contact lab,Contigs,Country,Culture collection,Depth,Derived from,Description,Disease,ENA checklist,ENA-first-public,ENA-last-update,Elevation,Env biome,Env broad scale,Env feature,Env local scale,Env material,Env medium,Environment,Environmental sample,Estimated size,Excluded from refseq,FDA cvm ID,Finishing strategy (depth of coverage),First name,Ftp path,GOLD stamp ID,Gbrs paired ASM,Genbank accessions,Gene calling method,Genome name,Genome quality flags,Genome rep,Genome status,Genotype,Geographic location,Geographic location (city),Geographic location (country or region),Gram stain,Habitat,Host,Host age,Host disease,Host disease outcome,Host gender,Host health,Host name,Host resumed,Host scientific name,Host sex,Host taxid,Host tissue sampled,INSDC center alias,INSDC center name,INSDC first public,INSDC last update,INSDC status,Identification method,Identified by,Infraspecific name,Investigation type,Isol growth condt,Isolate,Isolation comments,Isolation country,Isolation site,Isolation source,Last name,Latitude,Locus tag prefix,Longitude,MLST,Mapping method and version,Material,Metagenome source,Misc param,Misc param: hmp supersite,Motility,Name,Ncbi taxon ID,Note,Organism,Organism name,Other clinical,Other environmental,Oxygen requirement,Paired ASM comp,Phenotypes,Plasmids,Project name,Project type,Publication,Publication date,Ref biomaterial,Refseq accessions,Refseq category,Refseq cds,Rel to oxygen,Relation to type material,Release type,SRA accession,Salinity,Sample accession,Sample name,Sample type,Seq rel date,Sequencing centers,Sequencing depth,Sequencing method,Sequencing platform,Sequencing platform resumed,Sequencing status,Source mat ID,Species taxid,Specific host,Sporulation,Strain,Strain name alias,Subject ID,Submission model,Submission package,Submitter,Subsrc note,Supplier name,Taxid,Temperature,Temperature optimum,Temperature range,Title,Trophic level,Type material,Type strain,Value,Version status,WGS master,pH,Terrestrial_coordinates,MAG,Origin
1736,GCA_008014695.1,GCA_008014695.1_ASM801469v1_genomic,o__Flavobacteriales (UID2815),100.0,0.0,0.0,100.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Kaistella;s__,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Kaistella,Kaistella sp.,6,8,2765614,2765419,0.006999999999999999,2,727146,2,727146,4,469166,5,194324,907314,766527,4,99.734,0.40779,0.02784,High,2621,2027,1027,1647,48,77.33689431514689,39.18351774132011,62.83861121709271,1.8313620755436852,ASM801469v1,,,,,,Scaffold,Spades v. 3.12,Spades v. 3.12,,PRJNA559449,SAMN12541752,,Microbe sample from Chryseobacterium sp. strain legu1,,,,,2018-03-24,Chryseobacterium sp. strain legu1 Genome sequencing and assembly,2019-08-18T00:00:00Z,duckling91@naver.com,,6.0,,,,,,,,,,,,,,,,,,,,,,,Inhyup,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/014/695/GCA_008014695.1_ASM801469v1,,GCF_008014695.1,VOXE01000000,,Chryseobacterium sp. legu1,,Full,WGS,,South Korea,,South Korea,,,,,,,,,,,,,,,,,,,,,,strain=legu1,,,,,,,Plant,Kim,,,,,,,,,,,Dongguk university,2602768.0,,Chryseobacterium sp. legu1,Chryseobacterium sp. legu1,,,,identical,,,,,,2019-08-09T00:00:00.000,,,,2591.0,,,Major,,,SAMN12541752,Chryseobacterium sp. legu1,single cell,2019/08/18,Dongguk university,151.0x,,Illumina HiSeq,Illumina,,,2602768.0,,,legu1,,,"Microbe, viral or environmental",Microbe.1.0,Dongguk university,,,2602768.0,,,,,,,,,latest,VOXE00000000.1,,,False,Unclassified
1737,GCA_008017345.1,GCA_008017345.1_ASM801734v1_genomic,s__algicola (UID2846),99.5,1.97,0.0,89.65,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Muricauda;s__Muricauda sp003584165,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,Muricauda sp003584165,30,34,4238094,4237869,0.005,4,336725,4,302955,12,111679,14,101145,910221,910221,16,98.389,0.43373,0.08234,High,3864,3082,1489,2508,86,79.76190476190476,38.5351966873706,64.90683229813665,2.2256728778467907,ASM801734v1,,,,,,Scaffold,Abyss v. 2.0.2,Abyss v. 2.0.2,,PRJNA556639,SAMN12361243,,MIGS Cultured Bacterial/Archaeal sample from Muricauda sp. NH166,,,,,2017-10,Keywords: GSC:MIxS;MIGS:5.0,2019-08-19T00:00:00Z,michael_sc@sina.com,,30.0,,,,,,,,,,,,seawater,,seawater,,seawater,,,,,,,Sun,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/017/345/GCA_008017345.1_ASM801734v1,,GCF_008017345.1,VNWL01000000,,Muricauda sp. NH166,,Full,WGS,,Pacific Ocean,,Pacific Ocean,,,,,,,,,,,,,,,,,,,,,,strain=NH166,,marine agar,,,,,seawater,Cong,19,,118.5,,,,,,,,Zhejiang Sci-Tech University,2306997.0,,Muricauda sp. NH166,Muricauda sp. NH166,,,,identical,,,,,,2019-07-25T00:00:00.000,none,,,3769.0,,,Major,,,SAMN12361243,40V-ST15,,2019/08/19,Zhejiang Sci-Tech University,150 x,,Illumina HiSeq,Illumina,,,2306997.0,,,NH166,,,MIGS.ba,MIGS.ba.5.0,Zhejiang Sci-Tech University,,,2306997.0,,,,,,,,,latest,VNWL00000000.1,,Marine,False,Marine
1738,GCA_008017365.1,GCA_008017365.1_ASM801736v1_genomic,s__algicola (UID2846),99.01,1.65,0.0,90.76,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Muricauda;s__Muricauda sp003584135,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,Muricauda sp003584135,36,38,4331673,4331566,0.002,5,327440,6,299254,15,71367,16,71367,582349,562213,18,94.264,0.43382,0.05094,High,3891,3154,1512,2578,98,81.05885376509896,38.858905165767155,66.25546132099717,2.5186327422256487,ASM801736v1,,,,,,Scaffold,Abyss v. 2.0.2,Abyss v. 2.0.2,,PRJNA556639,SAMN12361242,,MIGS Cultured Bacterial/Archaeal sample from Muricauda sp. 72,,,,,2017-10,Keywords: GSC:MIxS;MIGS:5.0,2019-08-19T00:00:00Z,michael_sc@sina.com,,36.0,,,,,,,,,,,,seawater,,seawater,,seawater,,,,,,,Sun,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/017/365/GCA_008017365.1_ASM801736v1,,GCF_008017365.1,VNWK01000000,,Muricauda sp. 72,,Full,WGS,,Pacific Ocean,,Pacific Ocean,,,,,,,,,,,,,,,,,,,,,,strain=72,,marine agar,,,,,seawater,Cong,16,,130,,,,,,,,Zhejiang Sci-Tech University,2306998.0,,Muricauda sp. 72,Muricauda sp. 72,,,,identical,,,,,,2019-07-25T00:00:00.000,none,,,3816.0,,,Major,,,SAMN12361242,40V-ST02,,2019/08/19,Zhejiang Sci-Tech University,150 x,,Illumina HiSeq,Illumina,,,2306998.0,,,72,,,MIGS.ba,MIGS.ba.5.0,Zhejiang Sci-Tech University,,,2306998.0,,,,,,,,,latest,VNWK00000000.1,,Marine,False,Marine
1739,GCA_008017825.1,GCA_008017825.1_ASM801782v1_genomic,s__algicola (UID2847),99.24,2.66,60.0,85.94,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Mesonia;s__Mesonia algae,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Mesonia,Mesonia algae,101,101,3428546,3428546,0.0,5,182132,5,182132,20,31413,20,31413,580099,580099,14,83.57700000000001,0.33671,0.05446,Low,3145,2433,1205,1953,43,77.36089030206678,38.3147853736089,62.09856915739268,1.3672496025437202,ASM801782v1,,,,,,Contig,Spades v. aug-2018,Spades v. aug-2018,,PRJNA559435,SAMN12541661,,Microbe sample from the Arctic ocean,,,,,2018-03,Complete genome of Mesonia sp. K4-1,2019-08-19T00:00:00Z,helenhe@csu.edu.cn,,101.0,,,117 m,,,,,,,,,,,,,,,,,,,,hai,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/017/825/GCA_008017825.1_ASM801782v1,,GCF_008017825.1,VRLS01000000,,Mesonia sp. K4-1,,Full,WGS,,Arctic Ocean,,Arctic Ocean,,,,,,,,,,,,,,,,,,,,,,strain=K4-1,,,,,,,,he,,,,,,,,,,,School of Life Sciences,2602760.0,,Mesonia sp. K4-1,Mesonia sp. K4-1,,,,identical,,,,,,2019-08-08T00:00:00.000,,,,3115.0,,,Major,,,SAMN12541661,Microbe sample from the Arctic Ocean,Seawater,2019/08/19,School of Life Sciences,1000.0x,,Illumina HiSeq,Illumina,,,2602760.0,,,K4-1,,,"Microbe, viral or environmental",Microbe.1.0,School of Life Sciences,,,2602760.0,,,,,,,,,latest,VRLS00000000.1,,,False,Marine
1740,GCA_008017835.1,GCA_008017835.1_ASM801783v1_genomic,s__algicola (UID2847),98.17,0.38,0.0,96.27,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Mesonia;s__,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Mesonia,Mesonia sp.,63,63,2646399,2646399,0.0,5,207604,5,207604,15,27891,15,27891,442696,442696,12,86.941,0.35708,0.03812,High,2427,1924,1013,1576,34,79.27482488669139,41.73877214668315,64.9361351462711,1.4009064688916355,ASM801783v1,,,,,,Contig,Spades v. aug-2018,Spades v. aug-2018,,PRJNA559436,SAMN12541674,,Microbe sample from Zhanjiang,,,,,2018-03,Complete genome of Mesonia sp. HuA40,2019-08-19T00:00:00Z,helenhe@csu.edu.cn,,63.0,,,,,,,,,,,,,,,,,,,,,,,hai,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/017/835/GCA_008017835.1_ASM801783v1,,GCF_008017835.1,VRLT01000000,,Mesonia sp. HuA40,,Full,WGS,,China: Zhanjiang,Zhanjiang,China,,,,,,,,,,,,,,,,,,,,,,strain=HuA40,,,,,China,,,he,,,,,,,,,,,School of Life Sciences,2602761.0,,Mesonia sp. HuA40,Mesonia sp. HuA40,,,,identical,,,,,,2019-08-09T00:00:00.000,,,,2402.0,,,Major,,,SAMN12541674,"Microbe sample from the Zhanjiang, China",hull attachments,2019/08/19,School of Life Sciences,2000.0x,,Illumina HiSeq,Illumina,,,2602761.0,,,HuA40,,,"Microbe, viral or environmental",Microbe.1.0,School of Life Sciences,,,2602761.0,,,,,,,,,latest,VRLT00000000.1,,,False,Unclassified
1741,GCA_008033385.1,GCA_008033385.1_ASM803338v1_genomic,s__algicola (UID2846),99.34,1.86,6.25,90.04,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Algibacter;s__,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Algibacter,Algibacter sp.,56,57,4167837,4167827,0.0,5,321337,5,321337,12,128437,12,128437,736302,736302,14,94.559,0.33217,0.03809,High,3455,2833,1416,2275,139,81.9971056439942,40.98408104196815,65.8465991316932,4.0231548480463095,ASM803338v1,,,,,,Scaffold,Soapdenovo v. 1.05,Soapdenovo v. 1.05,,PRJNA557012,SAMN12386529,,Microbe sample from Algibacter sp. H164,,,,,2017,Phylogenetic analysis of cultured bacteria isolated from the Caroline Seamounts in the Pacific Ocean,2019-08-20T00:00:00Z,zhangdechao@qdio.ac.cn,,56.0,,,,,,,,,,,,,,,,,,,,,,,De-Chao,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/033/385/GCA_008033385.1_ASM803338v1,,GCF_008033385.1,VOGY01000000,,Algibacter sp. H164,,Full,WGS,,Pacific Ocean: Caroline Seamounts,Caroline Seamounts,Pacific Ocean,,,,,,,,,,,,,,,,,,,,,,strain=H164,,,,,Pacific Ocean,,seawater,Zhang,,,,,,,,,,,"Institute of Oceanology, Chinese Academy of Sciences",2599389.0,,Algibacter sp. H164,Algibacter sp. H164,,,,identical,,,,,,2019-07-29T00:00:00.000,,,,,,,Major,,,SAMN12386529,H164,seawater,2019/08/20,"Institute of Oceanology, Chinese Academy of Sciences",100.0x,,Illumina NovaSeq PE150,Illumina,,,2599389.0,,,H164,,,"Microbe, viral or environmental",Microbe.1.0,"Institute of Oceanology, Chinese Academy of Sciences",,,2599389.0,,,,,,,,,latest,VOGY00000000.1,,,False,Marine
1743,GCA_008040165.1,GCA_008040165.1_ASM804016v1_genomic,s__algicola (UID2846),99.01,0.22,0.0,97.91,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Muricauda;s__,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,Muricauda sp.,4,7,3887983,3887701,0.006999999999999999,1,1958808,2,1257460,2,1821108,4,258213,1958808,1821108,3,99.862,0.37826,0.06135,High,3558,2856,1364,2314,102,80.26981450252951,38.336143901068006,65.03653738055087,2.866779089376054,ASM804016v1,,,,,,Scaffold,Spades v. 3.10.1 march-2017,Spades v. 3.10.1 march-2017,,PRJNA559942,SAMN12565026,,Flagellimonas sp. 176CP5-101 isolated from sponge,,,,,2017-06-23,Draft genome sequence of Flagellimonas sp. 176CP5-101,2019-08-20T00:00:00Z,jspark@hnu.kr,,4.0,,,,,,,,,,,,,,,,,,,,,,,Jin-Sook,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/040/165/GCA_008040165.1_ASM804016v1,,GCF_008040165.1,VRUR01000000,,Flagellimonas sp. 176CP5-101,,Full,WGS,,South Korea: Deajeon-si,Deajeon-si,South Korea,,,Hymeniacidon sinapium,,,,,,Hymeniacidon sinapium,Sponge,,,,,,,,,,,,strain=176CP5-101,,,,,South Korea,,sponge,Park,,,,,,,,,,,Hannam University,2603628.0,,Flagellimonas sp. 176CP5-101,Flagellimonas sp. 176CP5-101,,,,identical,,,,,,2019-08-12T00:00:00.000,,,,3485.0,,,Major,,,SAMN12565026,Flagellimonas sp. 176CP5-101 isolated from sponge,Whole organism,2019/08/20,Hannam University,19.2x,,Illumina,Illumina,,,2603628.0,,,176CP5-101,,,"Microbe, viral or environmental",Microbe.1.0,Hannam University,,,2603628.0,,,,,,,,,latest,VRUR00000000.1,,,False,Marine
1744,GCA_008056315.1,GCA_008056315.1_ASM805631v1_genomic,s__algicola (UID2846),99.34,1.65,0.0,91.09,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Seonamhaeicola;s__,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Seonamhaeicola,Seonamhaeicola sp.,25,35,4384604,4383539,0.024,2,1184192,2,1184192,6,123244,7,122943,1921732,1344776,9,97.751,0.33291,0.05145,High,3669,2995,1518,2364,227,81.62987189970018,41.373671300081774,64.43172526573997,6.1869719269555725,ASM805631v1,,,,,,Scaffold,Soapdenovo v. 2,Soapdenovo v. 2,,PRJNA559446,SAMN12541750,,Microbe sample from Seonamhaeicola maritimus,,,,,2019-03-05,Seonamhaeicola sp. 1505 genome sequencing and assembly,2019-08-18T00:00:00Z,caoyubeibei@126.com,,25.0,,KCTC:72528,,,,,,,,,,,,,,,,,,,,,Wenrui,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/056/315/GCA_008056315.1_ASM805631v1,,GCF_008056315.1,VRKQ01000000,,Seonamhaeicola sp. 1505,,Full,WGS,,China,,China,,,,,,,,,,,,,,,,,,,,,,strain=1505,,,,,,,coastal sediment,Cao,,,,,,,,,,,"Insititute of Oceanology, Chinese Academy of Sciences",2591822.0,,Seonamhaeicola maritimus,Seonamhaeicola maritimus,,,,identical,,,,,,2020-05-06T00:00:00.000,,,representative genome,3620.0,,assembly from type material,Major,,,SAMN12541750,Seonamhaeicola sp. 1505,strain,2019/08/18,"Insititute of Oceanology, Chinese Academy of Sciences",311.0x,,Illumina,Illumina,,,2591822.0,,,1505,,,"Microbe, viral or environmental",Microbe.1.0,"Insititute of Oceanology, Chinese Academy of Sciences",,,2591822.0,,,,,,type strain of Seonamhaeicola maritimus,,,latest,VRKQ00000000.1,,,False,Unclassified
1745,GCA_008081175.1,GCA_008081175.1_ASM808117v1_genomic,k__Bacteria (UID2566),84.82,1.5,33.33,77.32,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,MS024-2A,MS024-2A sp.,212,212,1567231,1567231,0.0,54,9296,54,9296,161,3455,161,3455,34437,34437,0,0.0,0.38252,0.01676,Medium,1406,1209,708,1050,23,85.98862019914652,50.355618776671406,74.67994310099573,1.6358463726884778,ASM808117v1,,,,,,Contig,Spades v. 3.7.0,Spades v. 3.7.0,,PRJNA552566,SAMN12255918,,SIMO Bin 13-1,,,,,Aug-2008/Aug-2009,"Manually refined MAG from assembly SAMN12238535, a co-assembly of SAMN12212029, SAMN12212021, SAMN12212006, and SAMN12211998",2019-08-23T00:00:00Z,juliand@uga.edu,,212.0,,,1,"This BioSample is a metagenomic assembly obtained from the marine metagenome BioSamples: SAMN12211998, SAMN12212006, SAMN12212021, SAMN12212029",,,,,,,,marine pelagic biome [ENVO:01000023],,coastal sea water [ENVO:00002150]|estuary water [ENVO:01000301],,sea water [ENVO:00002149],,true,,derived from metagenome,,,Julian,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/081/175/GCA_008081175.1_ASM808117v1,,,VMCW01000000,,Flavobacteriaceae bacterium strain 13_1,,Full,WGS,,"USA: coastal Georgia, Sapelo Island","coastal Georgia, Sapelo Island",USA,,,,,,,,,,,,,,,,,,,,,,,,,13_1,,USA,,Coastal seawater,Damashek,31.418,,-81.293,,,,marine metagenome,,,,University of Georgia,1871037.0,,Flavobacteriaceae bacterium,Flavobacteriaceae bacterium,,,,,,,,,,2019-07-11T00:00:00.000,,,,,,,Major,,,SAMN12255918,SIMO Bin 13-1,metagenomic assembly,2019/08/23,University of Georgia,,,Illumina HiSeq,Illumina,,,1871037.0,,,13_1,,,MIMAG.water,MIMAG.water.5.0,Sapelo Island Microbial Carbon Observatory,,,1871037.0,,,,,,,,,latest,VMCW00000000.1,,Non_marine,True,Marine
1746,GCA_008081325.1,GCA_008081325.1_ASM808132v1_genomic,s__algicola (UID2846),62.54,1.6,28.57,54.54,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MED-G13;s__,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,MED-G13,MED-G13 sp.,202,202,1148085,1148085,0.0,58,6417,58,6417,162,3222,162,3222,26647,26647,0,0.0,0.30476,0.02286,Low,1032,852,494,720,17,82.55813953488372,47.868217054263575,69.76744186046511,1.6472868217054266,ASM808132v1,,,,,,Contig,Spades v. 3.7.0,Spades v. 3.7.0,,PRJNA552566,SAMN12255910,,SIMO Bin 5-5,,,,,Aug-2008/Aug-2009,"Manually refined MAG from assembly SAMN12238535, a co-assembly of SAMN12212029, SAMN12212021, SAMN12212006, and SAMN12211998",2019-08-23T00:00:00Z,juliand@uga.edu,,202.0,,,1,"This BioSample is a metagenomic assembly obtained from the marine metagenome BioSamples: SAMN12211998, SAMN12212006, SAMN12212021, SAMN12212029",,,,,,,,marine pelagic biome [ENVO:01000023],,coastal sea water [ENVO:00002150]|estuary water [ENVO:01000301],,sea water [ENVO:00002149],,true,,derived from metagenome,,,Julian,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/081/325/GCA_008081325.1_ASM808132v1,,,VMCO01000000,,Flavobacteriaceae bacterium strain 5_5,,Full,WGS,,"USA: coastal Georgia, Sapelo Island","coastal Georgia, Sapelo Island",USA,,,,,,,,,,,,,,,,,,,,,,,,,5_5,,USA,,Coastal seawater,Damashek,31.418,,-81.293,,,,marine metagenome,,,,University of Georgia,1871037.0,,Flavobacteriaceae bacterium,Flavobacteriaceae bacterium,,,,,,,,,,2019-07-11T00:00:00.000,,,,,,,Major,,,SAMN12255910,SIMO Bin 5-5,metagenomic assembly,2019/08/23,University of Georgia,,,Illumina HiSeq,Illumina,,,1871037.0,,,5_5,,,MIMAG.water,MIMAG.water.5.0,Sapelo Island Microbial Carbon Observatory,,,1871037.0,,,,,,,,,latest,VMCO00000000.1,,Non_marine,True,Marine
1747,GCA_008084905.1,GCA_008084905.1_ASM808490v1_genomic,s__algicola (UID2846),99.67,0.17,0.0,98.82,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Xanthomarina;s__,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Xanthomarina,Xanthomarina sp.,63,76,3043232,3037650,0.183,6,150535,8,141081,18,53261,21,42051,397525,397525,18,91.002,0.3112,0.06744,High,2792,2179,1125,1745,48,78.04441260744986,40.29369627507163,62.5,1.7191977077363898,ASM808490v1,,,,,,Scaffold,Soapdenovo v. 2,Soapdenovo v. 2,,PRJNA560125,SAMN12569072,,Microbe sample from Formosa maritima,,,,,2019-03-05,"Formosa sp. 1494, whole genome shotgun",2019-08-24T00:00:00Z,caoyubeibei@126.com,,63.0,,,,,,,,,,,,,,,,,,,,,,,Wenrui,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/084/905/GCA_008084905.1_ASM808490v1,,GCF_008084905.1,VSFC01000000,,Formosa sp. 1494,,Full,WGS,,China,,China,,,,,,,,,,,,,,,,,,,,,,strain=1494,,,,,,,coastal sediment,Cao,,,,,,,,,,,"Insititute of Oceanology, Chinese Academy of Sciences",2592046.0,,Formosa maritima,Formosa maritima,,,,identical,,,,,,2019-08-14T00:00:00.000,,,representative genome,2778.0,,assembly from type material,Major,,,SAMN12569072,Formosa sp. 1494,strain,2019/08/24,"Insititute of Oceanology, Chinese Academy of Sciences",664.0x,,Illumina,Illumina,,,2592046.0,,,1494,,,"Microbe, viral or environmental",Microbe.1.0,"Insititute of Oceanology, Chinese Academy of Sciences",,,2592046.0,,,,,,type strain of Formosa maritima,,,latest,VSFC00000000.1,,,False,Unclassified
1748,GCA_008086165.1,GCA_008086165.1_ASM808616v1_genomic,s__algicola (UID2846),99.67,0.33,0.0,98.02,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Algorimicrobium;s__Algorimicrobium sp001678685,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Algorimicrobium,Algorimicrobium sp001678685,29,29,3536492,3536492,0.0,2,679776,2,679776,7,185587,7,185587,1287067,1287067,8,97.568,0.34099,0.03854,High,3275,2523,1259,1999,61,77.0381679389313,38.44274809160304,61.038167938931295,1.862595419847328,ASM808616v1,,5 m,,,,Contig,Spades v. 3.9,Spades v. 3.9,John P. Bowman,PRJNA516480,SAMN10790302,,Bizionia algoritergicola APA-1(T) type strain,,,,Suzanne M. Rea,2002,"Genome sequence of the type strain of Bizionia algoritergicola strain APA-1(T), isolated from copepods collected from a saline pond of Vestfold Hills, Eastern Antarctica.",2019-08-25T00:00:00Z,john.bowman@utas.edu.au,,29.0,,ACAM:1056,1 m,,,,,,,,,polar saline lakes,,,,,,,,,,,John,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/086/165/GCA_008086165.1_ASM808616v1,,GCF_008086165.1,VSKL01000000,,Bizionia algoritergicola strain APA-1,,Full,WGS,,Antarctica:Vestfold Hills,Vestfold Hills,Antarctica,,,,,,,,,,,,,,,,,,,,,John P. Bowman,strain=APA-1,,,,,Antarctica,,Antarctic saline pond copepod,Bowman,-68,,78,,,,,,,,University of Tasmania,291187.0,,Bizionia algoritergicola,Bizionia algoritergicola,,temperature:-1 C,,identical,,,,,,2019-01-22T00:00:00.000,,,representative genome,3227.0,,assembly from type material,Major,,,SAMN10790302,BizalAPA1,cell culture,2019/08/25,University of Tasmania,219x,,Illumina HiSeq,Illumina,,,291187.0,,,APA-1,,,"Microbe, viral or environmental",Microbe.1.0,University of Tasmania,,,291187.0,-1 C,,,,,type strain of Bizionia algoritergicola,Yes,,latest,VSKL00000000.1,,Marine,False,Marine
1749,GCA_008086175.1,GCA_008086175.1_ASM808617v1_genomic,s__algicola (UID2846),99.67,0.33,0.0,98.02,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Bizionia;s__,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Bizionia,Bizionia sp.,67,67,3285275,3285275,0.0,6,217080,6,217080,17,61594,17,61594,371265,371265,17,91.352,0.34934,0.04189,High,2926,2292,1189,1898,53,78.33219412166781,40.635680109364316,64.86671223513329,1.8113465481886533,ASM808617v1,,,,,,Contig,Spades v. 3.9,Spades v. 3.9,John P. Bowman,PRJNA516480,SAMN10790303,,Bizionia saleffrena strain HFD(T) type strain,,,,Suzanne M. Rea,2002,"Genome sequence of the type strain of Bizionia saleffrena strain HFD(T), isolated from coastal sea-ice brine ollected from the Vestfold Hills region of Eastern Antarctica.",2019-08-25T00:00:00Z,john.bowman@utas.edu.au,,67.0,,ACAM:1059,1 m,,,,,,,,,sea ice,,,,,,,,,,,John,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/086/175/GCA_008086175.1_ASM808617v1,,GCF_008086175.1,VSKM01000000,,Bizionia saleffrena strain HFD,,Full,WGS,,Antarctica:Vestfold Hills,Vestfold Hills,Antarctica,,,,,,,,,,,,,,,,,,,,,John P. Bowman,strain=HFD,,,,,Antarctica,,Antarctic coastal sea-ice brine,Bowman,-68,,78,,,,,,,,University of Tasmania,291189.0,,Bizionia saleffrena,Bizionia saleffrena,,temperature:-5 C,,identical,,,,,,2019-01-22T00:00:00.000,,,representative genome,2876.0,,assembly from type material,Major,,,SAMN10790303,BizsalHFD,cell culture,2019/08/25,University of Tasmania,201x,,Illumina HiSeq,Illumina,,,291189.0,,,HFD,,,"Microbe, viral or environmental",Microbe.1.0,University of Tasmania,,,291189.0,-5 C,,,,,type strain of Bizionia saleffrena,Yes,,latest,VSKM00000000.1,,Marine,False,Marine
