,Assembly accession,Bin_Id,Marker lineage,Completeness,Contamination,Strain_heterogeneity,Quality_score,classification,Domain,Phyla,Class,Order,Family,Genus,Species,n_scaffolds,n_contigs,scaf_bp,contig_bp,gap_pct,scaf_N50,scaf_L50,ctg_N50,ctg_L50,scaf_N90,scaf_L90,ctg_N90,ctg_L90,scaf_max,ctg_max,scaf_n_gt50K,scaf_pct_gt50K,gc_avg,gc_std,Classification_quality,orfs,pfam,ko,cog,cazymes,Orfs_anno_pfam%,Orfs_anno_ko%,Orfs_anno_cog%,Orfs_anno_cazymes%,ASM name,Alias,Altitude,Anonymized name,Arrayexpress species,Arrayexpress strain or line,Assembly level,Assembly method,Assembly method resumed,Biomaterial provider,Bioproject accession,Biosample accession,Biosample model,Biosample title,Biotic relationship,Body sample site,Cell shape,Collected by,Collection date,Comment paragraph,Completion date,Contact email,Contact lab,Contigs,Country,Culture collection,Depth,Derived from,Description,Disease,ENA checklist,ENA-first-public,ENA-last-update,Elevation,Env biome,Env broad scale,Env feature,Env local scale,Env material,Env medium,Environment,Environmental sample,Estimated size,Excluded from refseq,FDA cvm ID,Finishing strategy (depth of coverage),First name,Ftp path,GOLD stamp ID,Gbrs paired ASM,Genbank accessions,Gene calling method,Genome name,Genome quality flags,Genome rep,Genome status,Genotype,Geographic location,Geographic location (city),Geographic location (country or region),Gram stain,Habitat,Host,Host age,Host disease,Host disease outcome,Host gender,Host health,Host name,Host resumed,Host scientific name,Host sex,Host taxid,Host tissue sampled,INSDC center alias,INSDC center name,INSDC first public,INSDC last update,INSDC status,Identification method,Identified by,Infraspecific name,Investigation type,Isol growth condt,Isolate,Isolation comments,Isolation country,Isolation site,Isolation source,Last name,Latitude,Locus tag prefix,Longitude,MLST,Mapping method and version,Material,Metagenome source,Misc param,Misc param: hmp supersite,Motility,Name,Ncbi taxon ID,Note,Organism,Organism name,Other clinical,Other environmental,Oxygen requirement,Paired ASM comp,Phenotypes,Plasmids,Project name,Project type,Publication,Publication date,Ref biomaterial,Refseq accessions,Refseq category,Refseq cds,Rel to oxygen,Relation to type material,Release type,SRA accession,Salinity,Sample accession,Sample name,Sample type,Seq rel date,Sequencing centers,Sequencing depth,Sequencing method,Sequencing platform,Sequencing platform resumed,Sequencing status,Source mat ID,Species taxid,Specific host,Sporulation,Strain,Strain name alias,Subject ID,Submission model,Submission package,Submitter,Subsrc note,Supplier name,Taxid,Temperature,Temperature optimum,Temperature range,Title,Trophic level,Type material,Type strain,Value,Version status,WGS master,pH,Terrestrial_coordinates,MAG,Origin
2268,GCA_014239895.1,GCA_014239895.1_ASM1423989v1_genomic,s__algicola (UID2846),65.4,1.95,63.64,55.65000000000001,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__GCA-2700405;s__,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,GCA-2700405,GCA-2700405 sp.,188,188,1155226,1155226,0.0,41,8017,41,8017,136,2866,136,2866,28400,28400,0,0.0,0.29779,0.01728,Low,1041,878,519,749,15,84.34197886647455,49.85590778097983,71.9500480307397,1.4409221902017288,ASM1423989v1,,,,,,Contig,Megahit v. v1.1.3,Megahit v. v1.1.3,,PRJNA613976,SAMN14532999,,,,,,DFO Canada,2017,"This dataset was collected during the expeditions 'Hudson2016-019', and 'MLB2017001' of the Canadian Coast Guard Ships (CCGS) Hudson and Martha L. Black in 2016 and 2017. It includes amplicon raw sequence reads (V3V4 region 16S rRNA gene survey) of seawater, sediment, biofilm and deep-sea sponge-associated microbes. The sponge species Vazella pourtalesii is covered.",2020-08-18T00:00:00Z,,,188.0,,,,,,,,,,,,,,,,,,,,derived from metagenome,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/239/895/GCA_014239895.1_ASM1423989v1,,,"JAAZXZ010000143,JAAZXZ010000103,JAAZXZ010000065,JAAZXZ010000105,JAAZXZ010000067,JAAZXZ010000160,JAAZXZ010000120",,Flavobacteriaceae bacterium strain bin2o,,Full,WGS,,Canada: Scotian Shelf,Scotian Shelf,Canada,,,Vazella pourtalesii,,,,,,Vazella pourtalesii,Sponge,,,,,,,,,,,,,,,bin2o,,Canada,,pooled samples from sponge host and sea water,,,,,,,,,,,,,1871037.0,,,Flavobacteriaceae bacterium,,,,,,,,,32788407,,,,,,,,Major,,,,,metagenomic assembly,2020/08/18,GEOMAR Helmholtz Centre for Ocean Research Kiel,19x,,Illumina HiSeq,Illumina,,,1871037.0,,,bin2o,,,,,SponGES,,,1871037.0,,,,,,,,,latest,JAAZXZ000000000.1,,,True,Marine
2301,GCA_900099675.1,GCA_900099675.1_IMG-taxon_2675903217_annotated_assembly_genomic,f__Flavobacteriaceae (UID2817),99.65,0.0,0.0,99.65,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Myroides;s__Myroides phaeus,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Myroides,Myroides phaeus,58,60,2967042,2966315,0.025,9,120613,9,115267,29,31204,29,31204,233227,233227,19,77.811,0.33201,0.02723,High,2532,2042,1094,1722,31,80.6477093206951,43.20695102685624,68.00947867298578,1.2243285939968405,IMG-taxon 2675903217 annotated assembly,,,,,,Scaffold,,,,PRJEB15942,SAMN05421818,MIGS.ba,Myroides phaeus DSM 23313,,,,,2009,Keywords: GSC:MIxS;MIGS:5.0,2016-10-20T00:00:00Z,,,58.0,,DSM 23313,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/099/675/GCA_900099675.1_IMG-taxon_2675903217_annotated_assembly,,GCF_900099675.1,FNDQ00000000,,Myroides phaeus strain DSM 23313,,Full,WGS,,China: Qingdao,Qingdao,China,,,Brassica rapa subsp. oleifera,,,,,,,Turnip,,,,,,,,,,,,strain=DSM 23313,,,,,China,,glacier,,36.09,,120.33,,,,,,,,DOE Joint Genome Institute,702745.0,,Myroides phaeus,Myroides phaeus,,,,identical,,,,,,2016-07-20T00:00:00.000,,,,2564.0,,assembly from type material,Major,SRR4233937,,SAMN05421818,,,2016/10/21,DOE - JOINT GENOME INSTITUTE,,,,,,,702745.0,,,DSM 23313,,,MIGS.ba,MIGS.ba.5.0,DOE - JOINT GENOME INSTITUTE,,,702745.0,,,,,,type strain of Myroides phaeus,,,latest,FNDQ00000000.1,,Non_marine,False,Non_marine
2302,GCA_900099685.1,GCA_900099685.1_IMG-taxon_2675903150_annotated_assembly_genomic,o__Flavobacteriales (UID2815),100.0,0.0,0.0,100.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium taeanense,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium taeanense,30,30,3935355,3935355,0.0,5,296731,5,296731,13,122256,13,122256,681630,681630,15,95.043,0.35968,0.03099,High,3458,2649,1292,2129,131,76.60497397339503,37.362637362637365,61.567379988432634,3.7883169462116832,IMG-taxon 2675903150 annotated assembly,,,,,,Contig,,,,PRJEB15951,SAMN05421846,MIGS.ba,Chryseobacterium taeanense DSM 17071,,,,,2009,Keywords: GSC:MIxS;MIGS:5.0,2016-10-20T00:00:00Z,,,30.0,,DSM 17071,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/099/685/GCA_900099685.1_IMG-taxon_2675903150_annotated_assembly,,GCF_900099685.1,FNDW01000000,,Chryseobacterium taeanense strain DSM 17071,,Full,WGS,,"China, Qingdao",Qingdao,"China, Qingdao",,,Brassica rapa subsp. oleifera,,,,,,,Turnip,,,,,,,,,,,,strain=DSM 17071,,,,,,,glacier,,36.09,,120.33,,,,,,,,DOE Joint Genome Institute,311334.0,,Chryseobacterium taeanense,Chryseobacterium taeanense,,,,identical,,,,,,2016-07-20T00:00:00.000,,,representative genome,3467.0,,assembly from type material,Major,,,SAMN05421846,,,2016/10/21,DOE - JOINT GENOME INSTITUTE,,,,,,,311334.0,,,DSM 17071,,,MIGS.ba,MIGS.ba.5.0,DOE - JOINT GENOME INSTITUTE,,,311334.0,,,,,,type strain of Chryseobacterium taeanense,,,latest,FNDW00000000.1,,Non_marine,False,Non_marine
2470,GCA_900156975.1,GCA_900156975.1_ASM90015697v1_genomic,k__Bacteria (UID2565),100.0,0.0,0.0,100.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia;s__Elizabethkingia meningoseptica,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Elizabethkingia,Elizabethkingia meningoseptica,95,109,3841729,3841589,0.004,13,80807,16,68660,46,21434,53,21248,556094,298564,23,69.984,0.36622,0.04543,High,3450,2723,1341,2203,90,78.92753623188405,38.869565217391305,63.85507246376812,2.608695652173913,ASM90015697v1,Illumina sequencing of Elizabethkingia meningoseptica CIP80.33,,,,,Scaffold,,,,PRJEB14302,SAMEA4026802,,Illumina sequencing of Elizabethkingia meningoseptica CIP80.33,,,,"Pechter I., Israel",1980,The goal of this project is to investigate the genomic diversity of the genus Elizabethkingia using whole genome sequencing,2017-01-20T00:00:00Z,,,95.0,,,,,,,ERC000028,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/156/975/GCA_900156975.1_ASM90015697v1,,GCF_900156975.1,FTRA00000000,,Elizabethkingia meningoseptica strain 58-80,,Full,WGS,,Israel,,Israel,,,Homo sapiens,,not provided,,,not provided,"Human, Homo sapiens",Homo sapiens,Homo sapiens,,,,,INSTITUT PASTEUR,2016-12-24T17:02:08Z,2016-10-21T09:45:34Z,public,,,strain=58-80,,,CIP80.33,,,,tracheal exsudate,,,,,,,,,,,,EBI,238.0,,Elizabethkingia meningoseptica,Elizabethkingia meningoseptica,,,,identical,,,,,,2016-12-24T00:00:00.000,,,,,,,Major,ERS1197912,,SAMEA4026802,ERS1197912,,2017/01/20,INSTITUT PASTEUR,,,,,,,238.0,,,58-80,,,Generic,Generic.1.0,INSTITUT PASTEUR,,,238.0,,,,Illumina sequencing of Elizabethkingia strains,,,,,latest,FTRA00000000.1,,,False,Non_marine
2475,GCA_900157035.1,GCA_900157035.1_ASM90015703v1_genomic,k__Bacteria (UID2565),100.0,1.08,0.0,94.6,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia;s__Elizabethkingia miricola,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Elizabethkingia,Elizabethkingia miricola,132,132,4150850,4150850,0.0,21,61680,21,61680,66,20674,66,20674,314658,314658,28,60.149,0.35945,0.03272,High,3791,2978,1433,2412,103,78.55447111580058,37.800052756528615,63.62437351622263,2.7169612239514636,ASM90015703v1,Illumina sequencing of Elizabethkingia miricola CIP108653,,,,,Contig,,,,PRJEB14302,SAMEA4026803,,Illumina sequencing of Elizabethkingia miricola CIP108653,,,,"Keck N., LDV Herault, Montpellier, France",2002,The goal of this project is to investigate the genomic diversity of the genus Elizabethkingia using whole genome sequencing,2017-01-20T00:00:00Z,,,132.0,,,,,,,ERC000028,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/157/035/GCA_900157035.1_ASM90015703v1,,GCF_900157035.1,FTRC00000000,,Elizabethkingia miricola strain LDVH-337.01,,Full,WGS,,France,,France,,,Xenopus laevi,,not provided,,,not provided,Xenopus laevi,Frog,Xenopus laevi,,,,,INSTITUT PASTEUR,2016-12-24T17:02:08Z,2016-10-21T09:45:34Z,public,,,strain=LDVH-337.01,,,CIP108653,,,,spleen,,,,,,,,,,,,EBI,172045.0,,Elizabethkingia miricola,Elizabethkingia miricola,,,,identical,,,,,,2016-12-24T00:00:00.000,,,,,,,Major,ERS1197913,,SAMEA4026803,ERS1197913,,2017/01/20,INSTITUT PASTEUR,,,,,,,172045.0,,,LDVH-337.01,,,Generic,Generic.1.0,INSTITUT PASTEUR,,,172045.0,,,,Illumina sequencing of Elizabethkingia strains,,,,,latest,FTRC00000000.1,,,False,Non_marine
2520,GCA_900186945.1,GCA_900186945.1_48903_E01_genomic,o__Flavobacteriales (UID2815),100.0,0.0,0.0,100.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Riemerella;s__Riemerella anatipestifer,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Riemerella,Riemerella anatipestifer,1,1,2156703,2156703,0.0,1,2156703,1,2156703,1,2156703,1,2156703,2156703,2156703,1,100.0,0.35012,0.0,High,2010,1595,852,1303,38,79.35323383084577,42.38805970149254,64.82587064676618,1.890547263681592,48903_E01,966e27c0-3866-11e6-bcc0-3c4a9275d6c8,,3012STDY6451306,,,Complete Genome,,,,PRJEB6403,SAMEA4063029,,966e27c0-3866-11e6-bcc0-3c4a9275d6c8,,,,,1932,http://www.sanger.ac.uk/resources/downloads/bacteria/nctc/,2017-08-15T00:00:00Z,,,1.0,,NCTC:11014,,,,,ERC000011,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/186/945/GCA_900186945.1_48903_E01,,GCF_900186945.1,LT906475,,Riemerella anatipestifer strain NCTC11014,,Full,Complete,,,,,,,"Duck, anas platyrhynchos",,,,,,"Duck, Anas platyrhynchos",Duck,,,,,SC,Wellcome Sanger Institute,2016-11-01T09:44:06Z,2018-06-08T13:35:10Z,public,,,strain=NCTC11014,,,,,,,blood,,,,,MLST.Riemerella_anatipestifer.15,,,,,,,EBI,34085.0,,Riemerella anatipestifer,Riemerella anatipestifer,,,,identical,,,,,,2016-11-01T00:00:00.000,,,,2009.0,,assembly from type material,Major,ERS1234139,,SAMEA4063029,ERS1234139,,2017/08/15,SC,,,,,,,34085.0,Duck,,NCTC11014,,,Generic,Generic.1.0,SC,,NCTC11014,34085.0,,,,NCTC11014,,type strain of Riemerella anatipestifer,,,latest,,,,False,Non_marine
2522,GCA_900187255.1,GCA_900187255.1_51184_F02_genomic,p__Bacteroidetes (UID2605),100.0,1.43,0.0,92.85,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__Capnocytophaga haemolytica,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga haemolytica,1,1,2688499,2688499,0.0,1,2688499,1,2688499,1,2688499,1,2688499,2688499,2688499,1,100.0,0.44234,0.0,High,2415,1800,928,1401,89,74.53416149068323,38.42650103519669,58.01242236024845,3.6853002070393375,51184_F02,9e60a640-83cc-11e6-ad90-3c4a9275d6c8,,3012STDY6585964,,,Complete Genome,,,,PRJEB6403,SAMEA44541418,,9e60a640-83cc-11e6-ad90-3c4a9275d6c8,,,,,1900/1994,http://www.sanger.ac.uk/resources/downloads/bacteria/nctc/,2017-08-15T00:00:00Z,,,1.0,,NCTC:12947,,,,,ERC000011,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/187/255/GCA_900187255.1_51184_F02,,GCF_900187255.1,LT906449,,Capnocytophaga haemolytica strain NCTC12947,,Full,Complete,,,,,,,Human (male),,,,,,Human (Male),Homo sapiens,,,,,SC,Wellcome Sanger Institute,2017-02-28T17:03:45Z,2018-06-08T13:35:11Z,public,,,strain=NCTC12947,,,,,,,Supragingival dental plaque,,,,,,,,,,,,EBI,45243.0,,Capnocytophaga haemolytica,Capnocytophaga haemolytica,,,,identical,,,,,,2017-02-28T00:00:00.000,,,representative genome,2414.0,,assembly from type material,Major,ERS1497503,,SAMEA44541418,ERS1497503,,2017/08/15,SC,,,,,,,45243.0,Human (Male),,NCTC12947,,,Generic,Generic.1.0,SC,,NCTC12947,45243.0,,,,NCTC12947,,type strain of Capnocytophaga haemolytica,,,latest,,,,False,Non_marine
2542,GCA_900299475.1,GCA_900299475.1_Aquimarina_sp._strain_Aq78_genomic,s__algicola (UID2847),99.62,1.33,0.0,92.97,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aquimarina;s__Aquimarina sp900299525,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquimarina,Aquimarina sp900299525,170,170,6009107,6009097,0.0,21,82611,21,82611,66,27463,66,27463,308387,308387,46,77.641,0.32877,0.03155,High,5175,3851,1784,3105,98,74.41545893719807,34.473429951690825,60.0,1.8937198067632848,Aquimarina sp. strain Aq78,Aquimarina sp. strain Aq78 assembly 01,,,,,Contig,,,,PRJEB25235,SAMEA104654168,,Aquimarina sp. strain Aq78 assembly 01,,,,,2010-06-10,"In this study, we present the draft genome sequence of Aquimarina sp. Aq78, a bacterium isolated from the marine sponge Sarcotragus spinosulus. Assembly was performed using the CLC Genomics Workbench version 7.0.4, resulting in 170 contigs and predicted genome size of 6.0 Mb. Aquimarina sp. Aq78 shares 98.98% 16S rRNA gene homology with type strain A. macrocephali JAMB N27, isolated from marine sediment. This genome sequence provides novel insights into the secondary metabolism of cultivatable bacteria in the Bacteroidetes phylum.",2018-03-09T00:00:00Z,,,170.0,,,,,"Draft genome sequence of of Aquimarina sp. strain Aq78, a bacterium isolated from the marine sponge Sarcotragus spinosulus",,ERC000011,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/299/475/GCA_900299475.1_Aquimarina_sp._strain_Aq78,,GCF_900299475.1,OMKF01000000,,Aquimarina sp. Aq78 strain Aquimarina sp. strain Aq78 assembly 01,,Full,WGS,,Portugal,,Portugal,,,Sarcotragus spinosulus,,,,,,Sarcotragus spinosulus,Sponge,Sarcotragus spinosulus,,,,iBB-IST,iBB-IST,2018-03-06T17:05:15Z,2018-02-27T23:52:48Z,public,,,,,,Aquimarina sp. strain Aq78 assembly 01,isolated from the marine sponge Sarcotragus spinosulus,Portugal,,Marine sponge,,37.069333,,-8.331138889,,,,,,,,EBI,1191889.0,,Aquimarina sp. Aq78,Aquimarina sp. Aq78,,,,identical,,,,,,2018-03-06T00:00:00.000,,,,,,,Major,ERS2255551,,SAMEA104654168,ERS2255551,,2018/03/17,iBB-IST,,,,,,,1191889.0,,,Aquimarina sp. strain Aq78 assembly 01,,,Generic,Generic.1.0,iBB-IST,,,1191889.0,,,,Draft genome sequence of Aquimarina sp. strain Aq78,,,Yes,,latest,OMKF00000000.1,,Marine,False,Marine
2543,GCA_900299485.1,GCA_900299485.1_Aquimarina_sp._strain_Aq349_genomic,s__algicola (UID2847),99.62,1.01,0.0,94.57,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aquimarina;s__Aquimarina sp900312745,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquimarina,Aquimarina sp900312745,22,23,6174590,6174490,0.002,5,465096,6,449296,13,138803,14,138803,1039991,833641,17,98.172,0.32892,0.03257,High,5305,3937,1795,3180,95,74.21300659754948,33.836003770028285,59.94344957587182,1.7907634307257303,Aquimarina sp. strain Aq349,Aquimarina sp. strain Aq349,,,,,Scaffold,,,,PRJEB25019,SAMEA104654171,,Aquimarina sp. strain Aq349,,,,,2010-06-10,"In this study, we compare the genome content and architecture of Aquimarina sp. strains Aq78, Aq107, Aq135 and Aq349, isolated from Irciniidae sponges off the coast of Algarve, South Portugal. Focus is placed on their role in biogeochemical cycling, including potential chitin degradation capacities, and in the biosynthesis of biologically active natural products.",2018-04-17T00:00:00Z,,,22.0,,,,,"Draft genome sequence of Aquimarina sp. strain Aq349, a bacterium isolated from the marine sponge Sarcotragus spinosulus",,ERC000011,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/299/485/GCA_900299485.1_Aquimarina_sp._strain_Aq349,,GCF_900299485.1,OMKB01000000,,Aquimarina sp. Aq349 strain Aquimarina sp. strain Aq349,,Full,WGS,,Portugal,,Portugal,,,Sarcotragus spinosulus,,,,,,Sarcotragus spinosulus,Sponge,Sarcotragus spinosulus,,,,iBB-IST,iBB-IST,2018-04-16T17:02:55Z,2018-02-28T01:44:03Z,public,,,,,,Aquimarina sp. strain Aq349,"isolated from Irciniidae sponges off the coast of Algarve, South Portugal",Portugal,,Marine sponge,,37.069333,,-8.331138889,,,,,,,,EBI,1192023.0,,Aquimarina sp. Aq349,Aquimarina sp. Aq349,,,,identical,,,,,,2018-04-16T00:00:00.000,,,,,,,Major,ERS2255554,,SAMEA104654171,ERS2255554,,2018/04/17,iBB-IST,,,,,,,1192023.0,,,Aquimarina sp. strain Aq349,,,Generic,Generic.1.0,iBB-IST,,,1192023.0,,,,Genome sequence of Aquimarina sp. strain Aq349,,,,,latest,OMKB00000000.1,,Marine,False,Marine
2544,GCA_900299505.1,GCA_900299505.1_Aquimarina_sp._strain_Aq107_genomic,s__algicola (UID2847),99.62,0.19,0.0,98.67,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aquimarina;s__Aquimarina sp900299505,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquimarina,Aquimarina sp900299505,20,20,5412187,5412187,0.0,4,575008,4,575008,12,109926,12,109926,1223015,1223015,16,98.443,0.31918,0.00772,High,4735,3562,1669,2819,117,75.22703273495249,35.248152059134114,59.53537486800422,2.470960929250264,Aquimarina sp. strain Aq107,Aquimarina sp. strain Aq107,,,,,Contig,,,,PRJEB25019,SAMEA104654169,,Aquimarina sp. strain Aq107,,,,,2010-06-10,"In this study, we compare the genome content and architecture of Aquimarina sp. strains Aq78, Aq107, Aq135 and Aq349, isolated from Irciniidae sponges off the coast of Algarve, South Portugal. Focus is placed on their role in biogeochemical cycling, including potential chitin degradation capacities, and in the biosynthesis of biologically active natural products.",2018-04-17T00:00:00Z,,,20.0,,,,,"Draft genome sequence of Aquimarina sp. strain Aq107, a bacterium isolated from the marine sponge Sarcotragus spinosulus",,ERC000011,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/299/505/GCA_900299505.1_Aquimarina_sp._strain_Aq107,,GCF_900299505.1,OMKC01000000,,Aquimarina sp. Aq107 strain Aquimarina sp. strain Aq107,,Full,WGS,,Portugal,,Portugal,,,Sarcotragus spinosulus,,,,,,Sarcotragus spinosulus,Sponge,Sarcotragus spinosulus,,,,iBB-IST,iBB-IST,2018-04-16T17:02:55Z,2018-02-28T01:44:03Z,public,,,,,,Aquimarina sp. strain Aq107,"isolated from Irciniidae sponges off the coast of Algarve, South Portugal",Portugal,,Marine sponge,,37.069333,,-8.331138889,,,,,,,,EBI,1191912.0,,Aquimarina sp. Aq107,Aquimarina sp. Aq107,,,,identical,,,,,,2018-04-16T00:00:00.000,,,,,,,Major,ERS2255552,,SAMEA104654169,ERS2255552,,2018/04/17,iBB-IST,,,,,,,1191912.0,,,Aquimarina sp. strain Aq107,,,Generic,Generic.1.0,iBB-IST,,,1191912.0,,,,Genome sequence of Aquimarina sp. strain Aq107,,,,,latest,OMKC00000000.1,,Marine,False,Marine
2545,GCA_900299525.1,GCA_900299525.1_Aquimarina_sp._strain_Aq78_assembly02_genomic,s__algicola (UID2847),99.62,1.33,0.0,92.97,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aquimarina;s__Aquimarina sp900299525,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquimarina,Aquimarina sp900299525,37,38,5969234,5969134,0.002,4,676052,4,592984,13,102791,14,102791,1025990,1025990,18,97.241,0.3289,0.051670000000000015,High,5154,3860,1793,3122,99,74.89328676755919,34.78851377570818,60.574311214590594,1.920838183934808,Aquimarina sp. strain Aq78 assembly02,Aquimarina sp. strain Aq78 assembly02,,,,,Scaffold,,,,PRJEB25019,SAMEA104654172,,Aquimarina sp. strain Aq78 assembly02,,,,,2010-06-10,"In this study, we compare the genome content and architecture of Aquimarina sp. strains Aq78, Aq107, Aq135 and Aq349, isolated from Irciniidae sponges off the coast of Algarve, South Portugal. Focus is placed on their role in biogeochemical cycling, including potential chitin degradation capacities, and in the biosynthesis of biologically active natural products.",2018-04-17T00:00:00Z,,,37.0,,,,,"Draft genome sequence of Aquimarina sp. strain Aq78, a bacterium isolated from the marine sponge Sarcotragus spinosulus",,ERC000011,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/299/525/GCA_900299525.1_Aquimarina_sp._strain_Aq78_assembly02,,GCF_900299525.1,OMKA01000000,,Aquimarina sp. Aq78 strain Aquimarina sp. strain Aq78 assembly02,,Full,WGS,,Portugal,,Portugal,,,Sarcotragus spinosulus,,,,,,Sarcotragus spinosulus,Sponge,Sarcotragus spinosulus,,,,iBB-IST,iBB-IST,2018-04-16T17:02:55Z,2018-02-28T01:44:04Z,public,,,,,,Aquimarina sp. strain Aq78 assembly02,"isolated from Irciniidae sponges off the coast of Algarve, South Portugal",Portugal,,Marine sponge,,37.069333,,-8.331138889,,,,,,,,EBI,1191889.0,,Aquimarina sp. Aq78,Aquimarina sp. Aq78,,,,identical,,,,,,2018-04-16T00:00:00.000,,,,,,,Major,ERS2255555,,SAMEA104654172,ERS2255555,,2018/04/17,iBB-IST,,,,,,,1191889.0,,,Aquimarina sp. strain Aq78 assembly02,,,Generic,Generic.1.0,iBB-IST,,,1191889.0,,,,Genome sequence of Aquimarina sp. strain Aq78,,,,,latest,OMKA00000000.1,,Marine,False,Marine
