Genome ID,Genome Name,Organism Name,NCBI Taxon ID,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Other Typing,Culture Collection,Type Strain,Completion Date,Publication,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,RefSeq Accessions,Sequencing Centers,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosomes,Plasmids,Contigs,Genome Length,GC Content,PATRIC CDS,RefSeq CDS,Isolation Site,Isolation Source,Isolation Comments,Collection Date,Isolation Country,Geographic Location,Latitude,Longitude,Altitude,Depth,Other Environmental,Host Name,Host Gender,Host Age,Host Health,Body Sample Site,Body Sample Subsite,Other Clinical,AntiMicrobial Resistance,AntiMicrobial Resistance Evidence,Gram Stain,Cell Shape,Motility,Sporulation,Temperature Range,Optimal Temperature,Salinity,Oxygen Requirement,Habitat,Disease,Comments,Additional Metadata,Coarse Consistency,Fine Consistency,Checkm Completeness,Checkm Contamination,Genome Quality Flags,Genome Quality,Date Inserted,Date Modified
"2044941.3","Flavobacteriia bacterium strain DOLZORAL124_38_11",,2044941,"WGS","DOLZORAL124_38_11",,,,,,,,"2017-11-03T00:00:00Z",,"PRJNA174530","SAMN07757572","GCA_002747695.1",,"PDQD01000000",,"Stanford University School of Medicine",,"Illumina","11x","IDBA-UD v. 1.1.1",,,90,1455600,37.82,1376,1290,,"swab sample of gingival sulcus (mouth) from 29 year old lactating female Dolphin_Z",,"10-Feb-2010","United States","USA: San Diego Bay, CA",,,,,"env_biome:Marine environment","Bottlenose dolphin, Tursiops truncatus","female","29 years",,,,"host_subject_id:DolZOral124",,,,,,,,,,,"HostAssociated",,"The microbial community composition of dolphins and sea lions was characterized using a 16S rRNA gene-based survey of oral, gastric, rectal, and respiratory samples. A follow-up study used genome-resolved metagenomics to characterize novel microbial and functional diversity present in the dolphin mouth.;derived from metagenome","sample_type:metagenomic assembly",89.4,89.1,67.6,1.3,,"Good","2017-11-26T23:00:46.159Z","2017-11-26T23:00:46.159Z"
"2044941.30","Flavobacteriia bacterium strain WB9_4_042",,2044941,"WGS","WB9_4_042",,,,,,,,"2020-01-31T00:00:00Z",,"PRJNA495371","SAMN10223588","GCA_010025345.1",,"RGTN01000000",,"Georgia Institute of Technology",,"Illumina","6.38x","IDBA-UD v. JUN-2017",,,145,1747941,54.304924,1721,1669,,"water samples from lakes and estuaries along the Chattahoochee River collected between June/2010 and December/2014",,,"USA","USA: Chattahoochee River",,,,,"temperature:32.26",,,,,,,,,,,,,,,,,,,,"Iterative Subtractive Binning of metagenomic samples from 5 lacustrine and 2 estuarine locations along the Chattahoochee River, Southeast USA, between June/2010 and December/2014.;MAG obtained by Iterative Subtractive Binning from set WB9_4 (round: WB9, group: 4) deposited as BioSample: SAMN10265498, most abundant in BioSample: SAMN10254646","sample_type:metagenomic assembly",94.5,92.3,,,,"Good","2020-03-26T16:16:27.146Z","2020-03-26T16:16:27.146Z"
"2044941.31","Flavobacteriia bacterium strain WB9_1A_081",,2044941,"WGS","WB9_1A_081",,,,,,,,"2020-01-31T00:00:00Z",,"PRJNA495371","SAMN10223695","GCA_010026675.1",,"RGXQ01000000",,"Georgia Institute of Technology",,"Illumina","6.61x","IDBA-UD v. JUN-2017",,,833,2720514,42.933468,3271,3054,,"water samples from lakes and estuaries along the Chattahoochee River collected between June/2010 and December/2014",,,"USA","USA: Chattahoochee River",,,,,"temperature:25.59",,,,,,,,,,,,,,,,,,,,"Iterative Subtractive Binning of metagenomic samples from 5 lacustrine and 2 estuarine locations along the Chattahoochee River, Southeast USA, between June/2010 and December/2014.;MAG obtained by Iterative Subtractive Binning from set WB9_1 (round: WB9, group: 1) deposited as BioSample: SAMN10265495, most abundant in BioSample: SAMN10254654","sample_type:metagenomic assembly",94,87.7,,,"Low contig N50","Poor","2020-03-26T16:18:21.858Z","2020-03-26T16:18:21.858Z"
"2044941.32","Flavobacteriia bacterium strain WB9_4xD_028",,2044941,"WGS","WB9_4xD_028",,,,,,,,"2020-01-31T00:00:00Z",,"PRJNA495371","SAMN10223605","GCA_010027925.1",,"RGUE01000000",,"Georgia Institute of Technology",,"Illumina","7.09x","IDBA-UD v. JUN-2017",,,85,1830626,54.29487,1690,1657,,"water samples from lakes and estuaries along the Chattahoochee River collected between June/2010 and December/2014",,,"USA","USA: Chattahoochee River",,,,,"temperature:17.87",,,,,,,,,,,,,,,,,,,,"Iterative Subtractive Binning of metagenomic samples from 5 lacustrine and 2 estuarine locations along the Chattahoochee River, Southeast USA, between June/2010 and December/2014.;MAG obtained by Iterative Subtractive Binning from set WB9_4 (round: WB9, group: 4) deposited as BioSample: SAMN10265498, most abundant in BioSample: SAMN02302397","sample_type:metagenomic assembly",93.9,93,,,,"Good","2020-03-26T16:20:24.858Z","2020-03-26T16:20:24.858Z"
"2044941.33","Flavobacteriia bacterium strain WB9_4xD_056",,2044941,"WGS","WB9_4xD_056",,,,,,,,"2020-01-31T00:00:00Z",,"PRJNA495371","SAMN10223606","GCA_010027945.1",,"RGUF01000000",,"Georgia Institute of Technology",,"Illumina","3.46x","IDBA-UD v. JUN-2017",,,390,1087258,55.276485,1358,1302,,"water samples from lakes and estuaries along the Chattahoochee River collected between June/2010 and December/2014",,,"USA","USA: Chattahoochee River",,,,,"temperature:24.28",,,,,,,,,,,,,,,,,,,,"Iterative Subtractive Binning of metagenomic samples from 5 lacustrine and 2 estuarine locations along the Chattahoochee River, Southeast USA, between June/2010 and December/2014.;MAG obtained by Iterative Subtractive Binning from set WB9_4 (round: WB9, group: 4) deposited as BioSample: SAMN10265498, most abundant in BioSample: SAMN10254659","sample_type:metagenomic assembly",90.2,88.2,,,"Low contig N50","Poor","2020-03-26T16:20:19.788Z","2020-03-26T16:20:19.788Z"
"2044941.34","Flavobacteriia bacterium strain WB9_4xC_057",,2044941,"WGS","WB9_4xC_057",,,,,,,,"2020-01-31T00:00:00Z",,"PRJNA495371","SAMN10223603","GCA_010028005.1",,"RGUC01000000",,"Georgia Institute of Technology",,"Illumina","3.51x","IDBA-UD v. JUN-2017",,,469,1298195,55.84454,1601,1550,,"water samples from lakes and estuaries along the Chattahoochee River collected between June/2010 and December/2014",,,"USA","USA: Chattahoochee River",,,,,"temperature:32.26",,,,,,,,,,,,,,,,,,,,"Iterative Subtractive Binning of metagenomic samples from 5 lacustrine and 2 estuarine locations along the Chattahoochee River, Southeast USA, between June/2010 and December/2014.;MAG obtained by Iterative Subtractive Binning from set WB9_4 (round: WB9, group: 4) deposited as BioSample: SAMN10265498, most abundant in BioSample: SAMN10254646","sample_type:metagenomic assembly",91.8,89.4,,,"Low contig N50","Poor","2020-03-26T16:20:23.578Z","2020-03-26T16:20:23.578Z"
"2044941.35","Flavobacteriia bacterium strain WB9_4xC_030",,2044941,"WGS","WB9_4xC_030",,,,,,,,"2020-01-31T00:00:00Z",,"PRJNA495371","SAMN10223602","GCA_010028015.1",,"RGUB01000000",,"Georgia Institute of Technology",,"Illumina","7.2x","IDBA-UD v. JUN-2017",,,69,1823075,54.29195,1672,1629,,"water samples from lakes and estuaries along the Chattahoochee River collected between June/2010 and December/2014",,,"USA","USA: Chattahoochee River",,,,,"temperature:17.87",,,,,,,,,,,,,,,,,,,,"Iterative Subtractive Binning of metagenomic samples from 5 lacustrine and 2 estuarine locations along the Chattahoochee River, Southeast USA, between June/2010 and December/2014.;MAG obtained by Iterative Subtractive Binning from set WB9_4 (round: WB9, group: 4) deposited as BioSample: SAMN10265498, most abundant in BioSample: SAMN02302397","sample_type:metagenomic assembly",94.3,93.8,,,,"Good","2020-03-26T16:21:53.657Z","2020-03-26T16:21:53.657Z"
"2044941.36","Flavobacteriia bacterium strain WB9_4xB_055",,2044941,"WGS","WB9_4xB_055",,,,,,,,"2020-01-31T00:00:00Z",,"PRJNA495371","SAMN10223598","GCA_010028105.1",,"RGTX01000000",,"Georgia Institute of Technology",,"Illumina","4.73x","IDBA-UD v. JUN-2017",,,770,1822402,54.467457,2260,2145,,"water samples from lakes and estuaries along the Chattahoochee River collected between June/2010 and December/2014",,,"USA","USA: Chattahoochee River",,,,,"temperature:17.87",,,,,,,,,,,,,,,,,,,,"Iterative Subtractive Binning of metagenomic samples from 5 lacustrine and 2 estuarine locations along the Chattahoochee River, Southeast USA, between June/2010 and December/2014.;MAG obtained by Iterative Subtractive Binning from set WB9_4 (round: WB9, group: 4) deposited as BioSample: SAMN10265498, most abundant in BioSample: SAMN02302397","sample_type:metagenomic assembly",91.6,85.8,,,"Low contig N50","Poor","2020-03-26T16:21:42.332Z","2020-03-26T16:21:42.332Z"
"2044941.37","Flavobacteriia bacterium strain WB8_3_360",,2044941,"WGS","WB8_3_360",,,,,,,,"2020-01-31T00:00:00Z",,"PRJNA495371","SAMN10223503","GCA_010028155.1",,"RGQG01000000",,"Georgia Institute of Technology",,"Illumina","14.6x","IDBA-UD v. JUN-2017",,,589,1591276,33.503178,1921,1812,,"water samples from lakes and estuaries along the Chattahoochee River collected between June/2010 and December/2014",,,"USA","USA: Chattahoochee River",,,,,"temperature:25.61",,,,,,,,,,,,,,,,,,,,"Iterative Subtractive Binning of metagenomic samples from 5 lacustrine and 2 estuarine locations along the Chattahoochee River, Southeast USA, between June/2010 and December/2014.;MAG obtained by Iterative Subtractive Binning from set WB8_3 (round: WB8, group: 3) deposited as BioSample: SAMN10265493, most abundant in BioSample: SAMN10254651","sample_type:metagenomic assembly",92.6,89.6,,,"Low contig N50","Poor","2020-03-26T16:22:19.896Z","2020-03-26T16:22:19.896Z"
"2044941.38","Flavobacteriia bacterium strain WB9_1B_151",,2044941,"WGS","WB9_1B_151",,,,,,,,"2020-01-31T00:00:00Z",,"PRJNA495371","SAMN10223675","GCA_010029655.1",,"RGWW01000000",,"Georgia Institute of Technology",,"Illumina","3.02x","IDBA-UD v. JUN-2017",,,540,2655595,45.109177,2934,2796,,"water samples from lakes and estuaries along the Chattahoochee River collected between June/2010 and December/2014",,,"USA","USA: Chattahoochee River",,,,,"temperature:17.87",,,,,,,,,,,,,,,,,,,,"Iterative Subtractive Binning of metagenomic samples from 5 lacustrine and 2 estuarine locations along the Chattahoochee River, Southeast USA, between June/2010 and December/2014.;MAG obtained by Iterative Subtractive Binning from set WB9_1 (round: WB9, group: 1) deposited as BioSample: SAMN10265495, most abundant in BioSample: SAMN02302397","sample_type:metagenomic assembly",93.3,87.3,,,,"Good","2020-03-26T16:26:01.568Z","2020-03-26T16:26:01.568Z"
"2044941.39","Flavobacteriia bacterium strain WB8_4_063",,2044941,"WGS","WB8_4_063",,,,,,,,"2020-01-31T00:00:00Z",,"PRJNA495371","SAMN10223509","GCA_010030075.1",,"RGQM01000000",,"Georgia Institute of Technology",,"Illumina","10.3x","IDBA-UD v. JUN-2017",,,461,1793943,38.38171,2193,2031,,"water samples from lakes and estuaries along the Chattahoochee River collected between June/2010 and December/2014",,,"USA","USA: Chattahoochee River",,,,,"temperature:10.98",,,,,,,,,,,,,,,,,,,,"Iterative Subtractive Binning of metagenomic samples from 5 lacustrine and 2 estuarine locations along the Chattahoochee River, Southeast USA, between June/2010 and December/2014.;MAG obtained by Iterative Subtractive Binning from set WB8_4 (round: WB8, group: 4) deposited as BioSample: SAMN10265494, most abundant in BioSample: SAMN10254615","sample_type:metagenomic assembly",93,88,,,,"Good","2020-03-26T16:26:18.374Z","2020-03-26T16:26:18.374Z"
"2044941.4","Flavobacteriia bacterium strain MAG 22",,2044941,"WGS","MAG 22",,,,,,,,"2018-12-27T00:00:00Z",,"PRJNA454888","SAMN09407840","GCA_003973375.1",,"QNYL01000000",,"WHOI",,"Illumina MiSeq","1x","IDBA-UD v. 1.1",,,315,2089819,36.73835,2065,1948,,"hydrothermal vent",,"06-Dec-2016","Pacific Ocean","Pacific Ocean: Mariana Back-Arc Basin vent fields",,,,,,,,,,,,,,,,,,,,,,,,,"Microbial communities in venting fluids from newly discovered hydrothermal vents along the Mariana back-arc spreading center","sample_type:metagenomic assembly",87.7,86.3,,,,"Good","2019-01-31T19:51:57.909Z","2019-01-31T19:51:57.909Z"
"2044941.40","Flavobacteriia bacterium strain WB8_4_219",,2044941,"WGS","WB8_4_219",,,,,,,,"2020-01-31T00:00:00Z",,"PRJNA495371","SAMN10223511","GCA_010030055.1",,"RGQO01000000",,"Georgia Institute of Technology",,"Illumina","8.43x","IDBA-UD v. JUN-2017",,,549,2790263,35.405228,3217,3002,,"water samples from lakes and estuaries along the Chattahoochee River collected between June/2010 and December/2014",,,"USA","USA: Chattahoochee River",,,,,"temperature:22.82",,,,,,,,,,,,,,,,,,,,"Iterative Subtractive Binning of metagenomic samples from 5 lacustrine and 2 estuarine locations along the Chattahoochee River, Southeast USA, between June/2010 and December/2014.;MAG obtained by Iterative Subtractive Binning from set WB8_4 (round: WB8, group: 4) deposited as BioSample: SAMN10265494, most abundant in BioSample: SAMN10254653","sample_type:metagenomic assembly",95.3,91.6,,,,"Good","2020-03-26T16:26:24.832Z","2020-03-26T16:26:24.832Z"
"2044941.41","Flavobacteriia bacterium strain WBA_4_179",,2044941,"WGS","WBA_4_179",,,,,,,,"2020-01-31T00:00:00Z",,"PRJNA495371","SAMN10223809","GCA_010031465.1",,"RGZR01000000",,"Georgia Institute of Technology",,"Illumina","2.57x","IDBA-UD v. JUN-2017",,,257,1854729,38.75472,1953,1883,,"water samples from lakes and estuaries along the Chattahoochee River collected between June/2010 and December/2014",,,"USA","USA: Chattahoochee River",,,,,"temperature:32.66",,,,,,,,,,,,,,,,,,,,"Iterative Subtractive Binning of metagenomic samples from 5 lacustrine and 2 estuarine locations along the Chattahoochee River, Southeast USA, between June/2010 and December/2014.;MAG obtained by Iterative Subtractive Binning from set WBA_4 (round: WBA, group: 4) deposited as BioSample: SAMN10265502, most abundant in BioSample: SAMN10254613","sample_type:metagenomic assembly",96,92.1,,,,"Good","2020-03-26T16:28:46.833Z","2020-03-26T16:28:46.833Z"
"2044941.42","Flavobacteriia bacterium strain WB9_4xA_057",,2044941,"WGS","WB9_4xA_057",,,,,,,,"2020-01-31T00:00:00Z",,"PRJNA495371","SAMN10223594","GCA_010032635.1",,"RGTT01000000",,"Georgia Institute of Technology",,"Illumina","4.75x","IDBA-UD v. JUN-2017",,,806,1870373,54.466034,2380,2256,,"water samples from lakes and estuaries along the Chattahoochee River collected between June/2010 and December/2014",,,"USA","USA: Chattahoochee River",,,,,"temperature:31.75",,,,,,,,,,,,,,,,,,,,"Iterative Subtractive Binning of metagenomic samples from 5 lacustrine and 2 estuarine locations along the Chattahoochee River, Southeast USA, between June/2010 and December/2014.;MAG obtained by Iterative Subtractive Binning from set WB9_4 (round: WB9, group: 4) deposited as BioSample: SAMN10265498, most abundant in BioSample: SAMN10254604","sample_type:metagenomic assembly",92.6,85.3,,,"Low contig N50","Poor","2020-03-26T18:44:51.261Z","2020-03-26T18:44:51.261Z"
"2044941.43","Flavobacteriia bacterium strain WB8_4xE_046",,2044941,"WGS","WB8_4xE_046",,,,,,,,"2020-01-31T00:00:00Z",,"PRJNA495371","SAMN10223535","GCA_010033075.1",,"RGRM01000000",,"Georgia Institute of Technology",,"Illumina","18.5x","IDBA-UD v. JUN-2017",,,466,1186904,48.458344,1539,1465,,"water samples from lakes and estuaries along the Chattahoochee River collected between June/2010 and December/2014",,,"USA","USA: Chattahoochee River",,,,,,,,,,,,,,,,,,,,,,,,,"Iterative Subtractive Binning of metagenomic samples from 5 lacustrine and 2 estuarine locations along the Chattahoochee River, Southeast USA, between June/2010 and December/2014.;MAG obtained by Iterative Subtractive Binning from set WB8_4 (round: WB8, group: 4) deposited as BioSample: SAMN10265494, most abundant in BioSample: SAMN10254655","sample_type:metagenomic assembly",90.4,88,,,"Low contig N50","Poor","2020-03-26T18:45:16.304Z","2020-03-26T18:45:16.304Z"
"2044941.44","Flavobacteriia bacterium strain HyVt-579",,2044941,"WGS","HyVt-579",,,,,,,,"1900-01-01T00:00:00Z","31911466","PRJNA480137","SAMN09638793","GCA_011330545.1",,"DRQI01000000",,"The University of Hong Kong",,"Illumina HiSeq 2500","41.66x","MEGAHIT v. 1.1.2",,,544,3130675,35.464302,3347,3009,,"rock sample from hydrothermal vent",,"2005-05-21","Tonga","Tonga: Lau Basin",,,,,,,,,,,,,,,,,,,,,,,,,"This is the collection of metagenome-assembled genomes that were reconstructed from metagnomes from hydrothermal vent sediments (21 studies) and freshwater spring sediments (22 studies). This project is aiming to find potentially novel microbial groups that are inhabiting sedimentary environments and of ecological importance.","sample_type:metagenomic assembly",93.9,90.5,,,,"Good","2020-03-27T15:56:53.092Z","2020-03-27T15:56:53.092Z"
"2044941.45","Flavobacteriia bacterium strain HyVt-598",,2044941,"WGS","HyVt-598",,,,,,,,"2020-03-16T00:00:00Z","31911466","PRJNA480137","SAMN09638814","GCA_011332085.1",,"DRRD01000000",,"The University of Hong Kong",,"Illumina MiSeq","12.56x","MEGAHIT v. 1.1.2",,,398,1628626,29.851421,1860,1676,,"terrigenous sediment of marine hydrothermal vent",,"2014-04-28","China","China:Taiwan",,,,,,,,,,,,,,,,,,,,,,,,,"This is the collection of metagenome-assembled genomes that were reconstructed from metagnomes from hydrothermal vent sediments (21 studies) and freshwater spring sediments (22 studies). This project is aiming to find potentially novel microbial groups that are inhabiting sedimentary environments and of ecological importance.","sample_type:metagenomic assembly",88.5,85.8,,,"Low contig N50","Poor","2020-03-27T16:21:02.877Z","2020-03-27T16:21:02.877Z"
"2044941.46","Flavobacteriia bacterium strain S06.Bin215",,2044941,"WGS","S06.Bin215",,,,,,,,"2020-03-17T00:00:00Z",,"PRJNA594844","SAMN13520407","GCA_011391075.1",,"JAABRF010000099,JAABRF010000100,JAABRF010000101,JAABRF010000102,JAABRF010000103,JAABRF010000010,JAABRF010000011",,"Sun Yat-sen University",,"Illumina HiSeq","10x","SPAdes v. 2018-05-01T00:00:00",,,103,2253209,34.906948,1957,,,"Tibetan lacustrine sediment",,"Nov-2016","China","China: Tataling River",,,,"0.05m",,,,,,,,,,,,,,,,,,,,,"The compositional and physiological response of autotrophic microbial communities to salinity change","sample_type:metagenomic assembly",92.1,91.9,,,,"Good","2020-03-27T22:02:13.282Z","2020-03-27T22:02:13.282Z"
"2044941.47","Flavobacteriia bacterium strain CG_2015-14_33_62",,2044941,"WGS","CG_2015-14_33_62",,,,,,,,"2020-01-29T00:00:00Z",,"PRJNA405969","SAMN13287360","GCA_009993745.1",,"JAACSX010000067,JAACSX010000205,JAACSX010000068,JAACSX010000206,JAACSX010000207,JAACSX010000069,JAACSX010000208",,"DOE Joint Genome Institute",,"Illumina HiSeq","1x","IDBA-UD v. 1",,,254,2954351,33.262257,2957,2784,,"subsurface aquifer",,"27-May-2015","USA","USA: Utah, Crystal Geyser near Green River",,,,,,,,,,,,,,,,,,,,,,,,,"High-throughput recovery of microbial communities from aquifer samples in Utah, USA","sample_type:metagenomic assembly",97,95,,,,"Good","2020-04-11T21:19:20.979Z","2020-04-11T21:19:20.979Z"
"2044941.48","Flavobacteriia bacterium strain bin36.maxbin.ball.185",,2044941,"WGS","bin36.maxbin.ball.185",,,,,,,,"2020-06-08T00:00:00Z","32424245","PRJNA555798","SAMN12754380","GCA_013298525.1",,"JAAFHW010000001,JAAFHW010000010,JAAFHW010000100,JAAFHW010000101,JAAFHW010000102,JAAFHW010000103,JAAFHW010000104",,"University of Auckland",,"Illumina HiSeq","0.45x","SPAdes v. 3.10.0",,,181,2977525,31.289951,2948,,,"freshwater Microcoleus biofilm",,"Mar-2016","New Zealand","New Zealand: Wai-iti river, Nelson",,,,"not applicable",,,,,,,,,,,,,,,,,,,,,"Temporal study of cyanobacterial (Microcoleus) biofilm development.","sample_type:metagenomic assembly",95.6,92.9,,,,"Good","2020-07-01T08:19:22.960Z","2020-07-01T08:19:22.960Z"
"2044941.49","Flavobacteriia bacterium strain HF-Dia32",,2044941,"WGS","HF-Dia32",,,,,,,,"2020-06-25T00:00:00Z","32015111","PRJNA553557","SAMN14488406",,,"JABXHW010000019,JABXHW010000066,JABXHW010000025,JABXHW010000034,JABXHW010000047,JABXHW010000071,JABXHW010000009",,"University of Georgia",,"Illumina NextSeq","50x","Megahit v. 1.1.3",,,76,3094352,45.80148,2822,2738,,"surface seawater inoculated into a synthetic phycosphere",,"30-Oct-2017","USA","USA: Georgia, Sapelo Island",,,,,,,,,,,,,,,,,,,,,,,,,"Bacteria concentrated from 1 liter surface seawater were inoculated into a synthetic phycosphere microcosm experiment. After enriching in the lab for 8 days, the composition of these microbes were examined. Part I covers the 16S rRNA amplicon reads and two metagenome-assembled genomes (MAGs). Part II covers the raw metagenome reads from selected samples of synthetic phycospheres, 38 more MAGs and 11 genomes of pure isolates.","sample_type:metagenomic assembly",95.6,94.5,,,,"Good","2020-07-02T04:32:41.813Z","2020-07-02T04:32:41.813Z"
"2044941.5","Flavobacteriia bacterium strain MAG 92",,2044941,"WGS","MAG 92",,,,,,,,"2018-12-27T00:00:00Z",,"PRJNA454888","SAMN09407841","GCA_003973595.1",,"QNYM01000000",,"WHOI",,"Illumina MiSeq","1x","IDBA-UD v. 1.1",,,593,3542912,45.899166,3895,3608,,"hydrothermal vent",,"11-Dec-2016","Pacific Ocean","Pacific Ocean: Mariana Back-Arc Basin vent fields",,,,,,,,,,,,,,,,,,,,,,,,,"Microbial communities in venting fluids from newly discovered hydrothermal vents along the Mariana back-arc spreading center","sample_type:metagenomic assembly",95.1,90.2,,,,"Good","2019-01-31T19:58:21.616Z","2019-01-31T19:58:21.616Z"
"2044941.50","Flavobacteriia bacterium strain HF-Dia04",,2044941,"WGS","HF-Dia04",,,,,,,,"2020-06-25T00:00:00Z","32015111","PRJNA553557","SAMN14488402",,,"JABXHS010000117,JABXHS010000033,JABXHS010000105,JABXHS010000115,JABXHS010000070,JABXHS010000161,JABXHS010000136",,"University of Georgia",,"Illumina NextSeq","50x","Megahit v. 1.1.3",,,182,3289466,45.38615,3113,2971,,"surface seawater inoculated into a synthetic phycosphere",,"30-Oct-2017","USA","USA: Georgia, Sapelo Island",,,,,,,,,,,,,,,,,,,,,,,,,"Bacteria concentrated from 1 liter surface seawater were inoculated into a synthetic phycosphere microcosm experiment. After enriching in the lab for 8 days, the composition of these microbes were examined. Part I covers the 16S rRNA amplicon reads and two metagenome-assembled genomes (MAGs). Part II covers the raw metagenome reads from selected samples of synthetic phycospheres, 38 more MAGs and 11 genomes of pure isolates.","sample_type:metagenomic assembly",93.2,88.6,,,,"Good","2020-07-02T04:35:11.244Z","2020-07-02T04:35:11.244Z"
"2044941.6","Flavobacteriia bacterium strain PH2015_09S_32_9",,2044941,"WGS","PH2015_09S_32_9",,,,,,,,"2019-02-22T00:00:00Z",,"PRJNA448579","SAMN10167095","GCA_004293045.1",,"RDXY01000000",,"Jill Banfield's Lab at Berkeley",,"Illumina HiSeq","9x","idba_ud v. 2016-03",,,55,1679037,31.90954,1582,1538,,"microbial mat material",,"2015-08-11","USA","USA: California, Eel River, Middle Fork Eel River",,,,,,,,,,,,,,,,,,,,,,,,,"Freshwater benthic Oscillatoriales (Cyanobacteria) mats collected from cobbles in the Eel River (California, USA) in August 2015",,,,,,,"Good","2019-07-20T10:36:55.490Z","2019-07-20T10:36:55.490Z"
"2044941.7","Flavobacteriia bacterium strain PH2015_08D_32_81",,2044941,"WGS","PH2015_08D_32_81",,,,,,,,"2019-02-22T00:00:00Z",,"PRJNA448579","SAMN10167082","GCA_004293165.1",,"RDYL01000000",,"Jill Banfield's Lab at Berkeley",,"Illumina HiSeq","81x","idba_ud v. 2016-03",,,19,2569855,31.86962,2442,2375,,"microbial mat material",,"2015-08-12","USA","USA: California, Eel River, South Fork Eel River near Phillipsville",,,,,,,,,,,,,,,,,,,,,,,,,"Freshwater benthic Oscillatoriales (Cyanobacteria) mats collected from cobbles in the Eel River (California, USA) in August 2015",,,,,,,"Good","2019-07-20T10:38:38.931Z","2019-07-20T10:38:38.931Z"
"2044941.8","Flavobacteriia bacterium strain PH2015_05S_45_8",,2044941,"WGS","PH2015_05S_45_8",,,,,,,,"2019-02-22T00:00:00Z",,"PRJNA448579","SAMN10167056","GCA_004295165.1",,"RDZL01000000",,"Jill Banfield's Lab at Berkeley",,"Illumina HiSeq","8x","idba_ud v. 2016-03",,,259,1590183,45.15481,1595,1566,,"microbial mat material",,"2015-08-13","USA","USA: California, Eel River, South Fork Eel River near Leggett",,,,,,,,,,,,,,,,,,,,,,,,,"Freshwater benthic Oscillatoriales (Cyanobacteria) mats collected from cobbles in the Eel River (California, USA) in August 2015",,,,,,,"Good","2019-07-20T10:37:31.562Z","2019-07-20T10:37:31.562Z"
"2044941.9","Flavobacteriia bacterium strain 1_37",,2044941,"WGS","1_37",,,,,,,,"2019-08-23T00:00:00Z",,"PRJNA552566","SAMN12255900","GCA_008081535.1",,"VMCE01000000",,"University of Georgia",,"Illumina HiSeq","Not Applicable","SPAdes v. 3.7.0",,,103,754937,31.59098,814,,,"Coastal seawater",,"Aug-2008/Aug-2009","USA","USA: coastal Georgia, Sapelo Island",,,,"1",,,,,,,,,,,,,,,,,,,,,"The waters surrounding Sapelo Island (Georgia, USA) have become a useful case study of microbial biogeochemical cycling of organic matter in the coastal ocean. This study provides metagenomic data to compliment the existing PCR-based and metatranscriptomic data from Sapelo Island.","sample_type:metagenomic assembly",,,,,,"Good","2019-10-01T22:32:56.055Z","2019-10-01T22:32:56.055Z"
"2045105.3","Flavobacterium limi strain THG-AG6.4",,2045105,"WGS","THG-AG6.4",,,,,,"KACC:18851",,"2020-02-14T00:00:00Z",,"PRJNA603220","SAMN13924924","GCA_010645075.1",,"JAADZV010000010,JAADZV010000011,JAADZV010000012,JAADZV010000013,JAADZV010000014,JAADZV010000015,JAADZV010000016",,"Zhejiang University",,"Solexa PE150","300.0x","SPAdes v. 3.12.0",,,28,5421373,34.579674,4705,,,"forest mud",,"2015","South Korea","South Korea: Kyung Hee University",,,,,,,,,,,,,,,,,,,,,,,,,"For comparing with novel species of genus Flavobacterium","sample_type:Single cell",97.9,97.6,,,,"Good","2020-03-27T13:38:26.572Z","2020-03-27T13:38:26.572Z"
"2045442.3","Maribacter sp. 6B07",,2045442,"WGS","6B07",,,,,,,,"2017-10-24T00:00:00Z","27311813","PRJNA414740","SAMN07809290","GCA_002700155.1",,"PDUT01000000",,"Massachusetts Institute of Technology",,"Illumina MiSeq","50.0x","CLC NGS Cell v. 7.5.5",,,8,4506133,35.99,3947,3813,,"Coastal ocean surface water","isolated from model marine particles","07-Oct-2013","United States","USA: Canoe Beach, Nahant, MA",,,,"Surface waters","env_biome:marine, Coastal ocean surface water;temperature:water temperature: 16.5C, ambient air temperature 18.1C.",,,,,,,,,,,,,,,,,,,,"Marine bacteria isolated from model marine particles. These bacteria have been found to colonize micro scale chitin particles and to exhibit a successional behaviour on the particles.","sample_type:bacterial culture;biomaterial_provider:Otto Cordero, 15 Vassar St., Bldg. 48-429, 02139 Cambridge, MA, USA;collected_by:Manoshi S. Datta",99.2,98.5,100,,,"Good","2017-11-26T17:25:53.648Z","2017-11-26T17:25:53.648Z"
