,Genome,BGC_full,Class,BiG-SCAPE class,Product Prediction,Clan,Family,Pfam_vector,Pfam_vector_length,Pfam_descriptor
423,GCA_004959765.1,GCA_004959765.1_contig23.region001,NRPS,PKS-NRP_Hybrids,transAT-PKS.PKS-like.NRPS,4935,7327,['PF16197.5 PF02801.22 PF00109.26'],3,AMP-binding;PP-binding;Condensation;AMP-binding;AMP-binding_C;PP-binding;Thioesterase;OMP_b-brl_3;Thioesterase;ABC_tran;Condensation;AMP-binding;PP-binding;Condensation;ACPS;Abhydrolase_1;iPGM_N;CBM9_1;YkuD_2;YkuD;PG_binding_1;Acetyltransf_10;Carboxyl_trans;F_bP_aldolase;Bac_surface_Ag;SpoU_methylase;OMP_b-brl_2;Ubie_methyltran;DHFR_1;2TM;Thymidylat_synt;UVR;DNase-RNase
5535,GCA_004959765.1,GCA_004959765.1_contig23.region001,PKSother,PKS-NRP_Hybrids,transAT-PKS.PKS-like.NRPS,1848,7327,['PF16197.5 PF02801.22 PF00109.26'],3,AMP-binding;PP-binding;Condensation;AMP-binding;AMP-binding_C;PP-binding;Thioesterase;OMP_b-brl_3;Thioesterase;ABC_tran;Condensation;AMP-binding;PP-binding;Condensation;ACPS;Abhydrolase_1;iPGM_N;CBM9_1;YkuD_2;YkuD;PG_binding_1;Acetyltransf_10;Carboxyl_trans;F_bP_aldolase;Bac_surface_Ag;SpoU_methylase;OMP_b-brl_2;Ubie_methyltran;DHFR_1;2TM;Thymidylat_synt;UVR;DNase-RNase
5813,GCA_005780245.1,GCA_005780245.1_contig03.region001,PKSother,PKS-NRP_Hybrids,T1PKS.NRPS,1848,9831,['PF13715.6 PF04241.15 PF12680.7 PF02535.22 PF04023.14 PF02742.15 PF01325.19 PF13715.6 PF07715.15 PF00593.24 PF05834.12 PF00348.17 PF04542.14 PF08281.12 PF00440.23 PF02321.18 PF02321.18 PF16576.5 PF00873.19'],19,Rotamase;Rotamase;AAA_3;AAA_lid_2;Aconitase;Aconitase_C;AhpC-TSA;Caroten_synth;Amino_oxidase;FA_hydroxylase;SQS_PSY;Amino_oxidase;B12-binding_2;MerR_1;Glyco_hydro_2_N;Glyco_hydro_2;Glyco_hydro_2_C;PfkB;DUF1080;EamA;EamA
426,GCA_005780245.1,GCA_005780245.1_contig03.region001,NRPS,PKS-NRP_Hybrids,T1PKS.NRPS,4935,7352,['PF13715.6 PF04241.15 PF12680.7 PF02535.22 PF04023.14 PF02742.15 PF01325.19 PF13715.6 PF07715.15 PF00593.24 PF05834.12 PF00348.17 PF04542.14 PF08281.12 PF00440.23 PF02321.18 PF02321.18 PF16576.5 PF00873.19'],19,Rotamase;Rotamase;AAA_3;AAA_lid_2;Aconitase;Aconitase_C;AhpC-TSA;Caroten_synth;Amino_oxidase;FA_hydroxylase;SQS_PSY;Amino_oxidase;B12-binding_2;MerR_1;Glyco_hydro_2_N;Glyco_hydro_2;Glyco_hydro_2_C;PfkB;DUF1080;EamA;EamA
1280,GCA_005780245.1,GCA_005780245.1_contig03.region001,PKS-NRP,PKS-NRP_Hybrids,T1PKS.NRPS,10927,7352,['PF13715.6 PF04241.15 PF12680.7 PF02535.22 PF04023.14 PF02742.15 PF01325.19 PF13715.6 PF07715.15 PF00593.24 PF05834.12 PF00348.17 PF04542.14 PF08281.12 PF00440.23 PF02321.18 PF02321.18 PF16576.5 PF00873.19'],19,Rotamase;Rotamase;AAA_3;AAA_lid_2;Aconitase;Aconitase_C;AhpC-TSA;Caroten_synth;Amino_oxidase;FA_hydroxylase;SQS_PSY;Amino_oxidase;B12-binding_2;MerR_1;Glyco_hydro_2_N;Glyco_hydro_2;Glyco_hydro_2_C;PfkB;DUF1080;EamA;EamA
5291,GCA_006346335.1,GCA_006346335.1_contig002.region001,PKSother,Others,T3PKS.arylpolyene,1848,5759,['PF13184.6 PF08529.11 PF17384.2 PF02576.17 PF00582.26 PF00582.26 PF00501.28 PF03417.16 PF13621.6 PF13450.6 PF01553.21 PF03176.15 PF03176.15 PF09835.9 PF00535.26 PF07977.13 PF03548.15 PF01522.21 PF00109.26 PF02801.22 PF00109.26 PF00550.25 PF00891.18 PF02801.22 PF00109.26 PF13279.6 PF12698.7 PF00005.27 PF16169.5 PF14399.6 PF08541.10 PF03279.13 PF00550.25 PF02801.22 PF00109.26 PF13561.6'],36,Rotamase_3;Rotamase_3;Rotamase_2;Rotamase;Rotamase;AAA_3;AAA_lid_2;Aconitase;Aconitase_C;AhpC-TSA;FA_hydroxylase;SQS_PSY;Amino_oxidase;B12-binding_2;MerR_1;Ribosomal_S30AE;Usp;PNP_UDP_1;DeoC;Thioredoxin;DUF3298;PdaC;PAS;HisKA;HATPase_c;Response_reg;cNMP_binding;HTH_Crp_2
8291,GCA_006346335.1,GCA_006346335.1_contig002.region001,Others,Others,T3PKS.arylpolyene,4095,8380,['PF13184.6 PF08529.11 PF17384.2 PF02576.17 PF00582.26 PF00582.26 PF00501.28 PF03417.16 PF13621.6 PF13450.6 PF01553.21 PF03176.15 PF03176.15 PF09835.9 PF00535.26 PF07977.13 PF03548.15 PF01522.21 PF00109.26 PF02801.22 PF00109.26 PF00550.25 PF00891.18 PF02801.22 PF00109.26 PF13279.6 PF12698.7 PF00005.27 PF16169.5 PF14399.6 PF08541.10 PF03279.13 PF00550.25 PF02801.22 PF00109.26 PF13561.6'],36,Rotamase_3;Rotamase_3;Rotamase_2;Rotamase;Rotamase;AAA_3;AAA_lid_2;Aconitase;Aconitase_C;AhpC-TSA;FA_hydroxylase;SQS_PSY;Amino_oxidase;B12-binding_2;MerR_1;Ribosomal_S30AE;Usp;PNP_UDP_1;DeoC;Thioredoxin;DUF3298;PdaC;PAS;HisKA;HATPase_c;Response_reg;cNMP_binding;HTH_Crp_2
428,GCA_006383075.2,GCA_006383075.2_contig03.region001,NRPS,PKS-NRP_Hybrids,T1PKS.NRPS,4935,7416,['PF12388.8 PF13181.6 PF02750.14 PF13411.6 PF02607.17 PF01593.24 PF00494.19 PF04116.13 PF08534.10 PF13545.6 PF02852.22 PF07992.14 PF01037.21 PF13412.6 PF01053.20 PF04307.14'],16,Peptidase_M57;TPR_8;Synapsin_C;MerR_1;B12-binding_2;Amino_oxidase;SQS_PSY;FA_hydroxylase;Redoxin;HTH_Crp_2;Pyr_redox_dim;Pyr_redox_2;AsnC_trans_reg;HTH_24;Cys_Met_Meta_PP;YdjM
5541,GCA_006383075.2,GCA_006383075.2_contig03.region001,PKSother,PKS-NRP_Hybrids,T1PKS.NRPS,1848,7416,['PF12388.8 PF13181.6 PF02750.14 PF13411.6 PF02607.17 PF01593.24 PF00494.19 PF04116.13 PF08534.10 PF13545.6 PF02852.22 PF07992.14 PF01037.21 PF13412.6 PF01053.20 PF04307.14'],16,Peptidase_M57;TPR_8;Synapsin_C;MerR_1;B12-binding_2;Amino_oxidase;SQS_PSY;FA_hydroxylase;Redoxin;HTH_Crp_2;Pyr_redox_dim;Pyr_redox_2;AsnC_trans_reg;HTH_24;Cys_Met_Meta_PP;YdjM
1281,GCA_006383075.2,GCA_006383075.2_contig03.region001,PKS-NRP,PKS-NRP_Hybrids,T1PKS.NRPS,10927,7416,['PF12388.8 PF13181.6 PF02750.14 PF13411.6 PF02607.17 PF01593.24 PF00494.19 PF04116.13 PF08534.10 PF13545.6 PF02852.22 PF07992.14 PF01037.21 PF13412.6 PF01053.20 PF04307.14'],16,Peptidase_M57;TPR_8;Synapsin_C;MerR_1;B12-binding_2;Amino_oxidase;SQS_PSY;FA_hydroxylase;Redoxin;HTH_Crp_2;Pyr_redox_dim;Pyr_redox_2;AsnC_trans_reg;HTH_24;Cys_Met_Meta_PP;YdjM
432,GCA_006491595.2,GCA_006491595.2_contig05.region002,NRPS,PKS-NRP_Hybrids,T1PKS.NRPS,4935,7450,['PF13585.6 PF11751.8 PF07676.12 PF07676.12 PF07676.12 PF13620.6 PF00691.20 PF13616.6 PF13616.6 PF00639.21 PF00639.21 PF14028.6 PF04738.13 PF05147.13 PF07726.11 PF17863.1 PF01757.22 PF00330.20 PF00694.19 PF00386.21 PF08323.11 PF00534.20'],22,Hexapep;Hexapep;Hexapep;LpxD;HD;Response_reg;PglZ;TsaE;AlaDh_PNT_N;AlaDh_PNT_C;DUF4258;MacB_PCD;FtsX;MacB_PCD;ABC_tran;HlyD_3;Biotin_lipoyl_2;OEP;OEP;Response_reg;Sigma54_activat;HTH_8;HATPase_c;ACPS;Thioesterase;Thioesterase;PP-binding;AMP-binding_C;AMP-binding;AMP-binding;Condensation;TubC_N;PP-binding;AMP-binding_C;AMP-binding;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;TubC_N;Glycos_transf_1;Glyco_transf_5;Alpha-amylase;Condensation;Condensation;Cupin_8;ABC_tran;Beta-lactamase;Asp_Glu_race;TauD;Beta-lactamase;PP-binding;AMP-binding_C;AMP-binding;Condensation;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;Condensation;PP-binding;AMP-binding_C;AMP-binding;Asn_synthase;GATase_7;Condensation;PP-binding;AMP-binding;Condensation;PP-binding;KR;Acyl_transf_1;KAsynt_C_assoc;Ketoacyl-synt_C;ketoacyl-synt;PP-binding;AMP-binding_C;AMP-binding;Bac_luciferase;AMP-binding;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;Condensation;PP-binding;AMP-binding;Condensation;PP-binding;KR;Acyl_transf_1;KAsynt_C_assoc;Ketoacyl-synt_C;ketoacyl-synt;PP-binding;AMP-binding_C;AMP-binding;Condensation;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;TauD;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;PP-binding;AMP-binding;NusG;HATPase_c;HisKA_3;Response_reg;HxlR;Nitroreductase;Glyco_hydro_92N;Glyco_hydro_92;Glyco_hydro_92N;Glyco_hydro_92;Sigma70_r2;Sigma70_r4_2;Beta-lactamase;HTH_18;CPBP;Erythro_esteras
5547,GCA_006491595.2,GCA_006491595.2_contig05.region002,PKSother,PKS-NRP_Hybrids,T1PKS.NRPS,1848,7450,['PF13585.6 PF11751.8 PF07676.12 PF07676.12 PF07676.12 PF13620.6 PF00691.20 PF13616.6 PF13616.6 PF00639.21 PF00639.21 PF14028.6 PF04738.13 PF05147.13 PF07726.11 PF17863.1 PF01757.22 PF00330.20 PF00694.19 PF00386.21 PF08323.11 PF00534.20'],22,Hexapep;Hexapep;Hexapep;LpxD;HD;Response_reg;PglZ;TsaE;AlaDh_PNT_N;AlaDh_PNT_C;DUF4258;MacB_PCD;FtsX;MacB_PCD;ABC_tran;HlyD_3;Biotin_lipoyl_2;OEP;OEP;Response_reg;Sigma54_activat;HTH_8;HATPase_c;ACPS;Thioesterase;Thioesterase;PP-binding;AMP-binding_C;AMP-binding;AMP-binding;Condensation;TubC_N;PP-binding;AMP-binding_C;AMP-binding;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;TubC_N;Glycos_transf_1;Glyco_transf_5;Alpha-amylase;Condensation;Condensation;Cupin_8;ABC_tran;Beta-lactamase;Asp_Glu_race;TauD;Beta-lactamase;PP-binding;AMP-binding_C;AMP-binding;Condensation;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;Condensation;PP-binding;AMP-binding_C;AMP-binding;Asn_synthase;GATase_7;Condensation;PP-binding;AMP-binding;Condensation;PP-binding;KR;Acyl_transf_1;KAsynt_C_assoc;Ketoacyl-synt_C;ketoacyl-synt;PP-binding;AMP-binding_C;AMP-binding;Bac_luciferase;AMP-binding;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;Condensation;PP-binding;AMP-binding;Condensation;PP-binding;KR;Acyl_transf_1;KAsynt_C_assoc;Ketoacyl-synt_C;ketoacyl-synt;PP-binding;AMP-binding_C;AMP-binding;Condensation;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;TauD;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;PP-binding;AMP-binding;NusG;HATPase_c;HisKA_3;Response_reg;HxlR;Nitroreductase;Glyco_hydro_92N;Glyco_hydro_92;Glyco_hydro_92N;Glyco_hydro_92;Sigma70_r2;Sigma70_r4_2;Beta-lactamase;HTH_18;CPBP;Erythro_esteras
1282,GCA_006491595.2,GCA_006491595.2_contig05.region002,PKS-NRP,PKS-NRP_Hybrids,T1PKS.NRPS,10927,7450,['PF13585.6 PF11751.8 PF07676.12 PF07676.12 PF07676.12 PF13620.6 PF00691.20 PF13616.6 PF13616.6 PF00639.21 PF00639.21 PF14028.6 PF04738.13 PF05147.13 PF07726.11 PF17863.1 PF01757.22 PF00330.20 PF00694.19 PF00386.21 PF08323.11 PF00534.20'],22,Hexapep;Hexapep;Hexapep;LpxD;HD;Response_reg;PglZ;TsaE;AlaDh_PNT_N;AlaDh_PNT_C;DUF4258;MacB_PCD;FtsX;MacB_PCD;ABC_tran;HlyD_3;Biotin_lipoyl_2;OEP;OEP;Response_reg;Sigma54_activat;HTH_8;HATPase_c;ACPS;Thioesterase;Thioesterase;PP-binding;AMP-binding_C;AMP-binding;AMP-binding;Condensation;TubC_N;PP-binding;AMP-binding_C;AMP-binding;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;TubC_N;Glycos_transf_1;Glyco_transf_5;Alpha-amylase;Condensation;Condensation;Cupin_8;ABC_tran;Beta-lactamase;Asp_Glu_race;TauD;Beta-lactamase;PP-binding;AMP-binding_C;AMP-binding;Condensation;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;Condensation;PP-binding;AMP-binding_C;AMP-binding;Asn_synthase;GATase_7;Condensation;PP-binding;AMP-binding;Condensation;PP-binding;KR;Acyl_transf_1;KAsynt_C_assoc;Ketoacyl-synt_C;ketoacyl-synt;PP-binding;AMP-binding_C;AMP-binding;Bac_luciferase;AMP-binding;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;Condensation;PP-binding;AMP-binding;Condensation;PP-binding;KR;Acyl_transf_1;KAsynt_C_assoc;Ketoacyl-synt_C;ketoacyl-synt;PP-binding;AMP-binding_C;AMP-binding;Condensation;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;TauD;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;PP-binding;AMP-binding;NusG;HATPase_c;HisKA_3;Response_reg;HxlR;Nitroreductase;Glyco_hydro_92N;Glyco_hydro_92;Glyco_hydro_92N;Glyco_hydro_92;Sigma70_r2;Sigma70_r4_2;Beta-lactamase;HTH_18;CPBP;Erythro_esteras
436,GCA_006829085.1,GCA_006829085.1_contig24.region001,NRPS,PKS-NRP_Hybrids,T1PKS.NRPS-like,4935,7529,['PF16745.5 PF03193.16 PF00334.19 PF01120.17 PF05114.13 PF08592.11 PF00834.19 PF05343.14 PF14127.6 PF00293.28 PF05430.11'],11,Condensation;TauD;AMP-binding;AMP-binding_C;PP-binding;Condensation;AMP-binding;AMP-binding_C;PP-binding;CmlA_N;Lactamase_B_2;AMP-binding;PP-binding;Condensation;Condensation;AMP-binding;PP-binding;Condensation;Condensation;CarbopepD_reg_2;Plug;OMP_b-brl_3;UDPGT;Thioesterase;ABC_tran;Condensation;AMP-binding;PP-binding;Condensation;Abhydrolase_1;Abhydrolase_4;LANC_like;PG_binding_1;AAA;DUF4255;Phage_sheath_1C;Phage_sheath_1C;Phage_T4_gp19;Phage_sheath_1C;Phage_T4_gp19
5582,GCA_006829085.1,GCA_006829085.1_contig24.region001,PKSother,PKS-NRP_Hybrids,T1PKS.NRPS-like,1848,7529,['PF16745.5 PF03193.16 PF00334.19 PF01120.17 PF05114.13 PF08592.11 PF00834.19 PF05343.14 PF14127.6 PF00293.28 PF05430.11'],11,Condensation;TauD;AMP-binding;AMP-binding_C;PP-binding;Condensation;AMP-binding;AMP-binding_C;PP-binding;CmlA_N;Lactamase_B_2;AMP-binding;PP-binding;Condensation;Condensation;AMP-binding;PP-binding;Condensation;Condensation;CarbopepD_reg_2;Plug;OMP_b-brl_3;UDPGT;Thioesterase;ABC_tran;Condensation;AMP-binding;PP-binding;Condensation;Abhydrolase_1;Abhydrolase_4;LANC_like;PG_binding_1;AAA;DUF4255;Phage_sheath_1C;Phage_sheath_1C;Phage_T4_gp19;Phage_sheath_1C;Phage_T4_gp19
1283,GCA_006829085.1,GCA_006829085.1_contig24.region001,PKS-NRP,PKS-NRP_Hybrids,T1PKS.NRPS-like,10927,7529,['PF16745.5 PF03193.16 PF00334.19 PF01120.17 PF05114.13 PF08592.11 PF00834.19 PF05343.14 PF14127.6 PF00293.28 PF05430.11'],11,Condensation;TauD;AMP-binding;AMP-binding_C;PP-binding;Condensation;AMP-binding;AMP-binding_C;PP-binding;CmlA_N;Lactamase_B_2;AMP-binding;PP-binding;Condensation;Condensation;AMP-binding;PP-binding;Condensation;Condensation;CarbopepD_reg_2;Plug;OMP_b-brl_3;UDPGT;Thioesterase;ABC_tran;Condensation;AMP-binding;PP-binding;Condensation;Abhydrolase_1;Abhydrolase_4;LANC_like;PG_binding_1;AAA;DUF4255;Phage_sheath_1C;Phage_sheath_1C;Phage_T4_gp19;Phage_sheath_1C;Phage_T4_gp19
3292,GCA_006974145.1,GCA_006974145.1_contig1.region001,Terpene,Others,betalactone.terpene,6097,7532,['PF01566.18 PF00393.19 PF03446.15 PF01202.22 PF07940.13 PF16889.5 PF16318.5 PF14592.6 PF01261.24 PF03737.15 PF13396.6 PF13091.6 PF13091.6 PF13640.6 PF03109.16 PF00903.25 PF00196.19 PF13279.6 PF14765.6 PF08659.10 PF00550.25 PF00698.21 PF02801.22 PF00109.26 PF03116.15 PF13517.6 PF13517.6 PF08012.11 PF01476.20'],29,Nramp;6PGD;NAD_binding_2;SKI;Hepar_II_III;Hepar_II_III_N;DUF4957;Chondroitinas_B;AP_endonuc_2;RraA-like;PLDc_N;PLDc_2;PLDc_2;2OG-FeII_Oxy_3;ABC1;Glyoxalase;GerE;4HBT_2;PS-DH;KR;PP-binding;Acyl_transf_1;Ketoacyl-synt_C;ketoacyl-synt;NQR2_RnfD_RnfE;VCBS;VCBS;DUF1702;LysM
8183,GCA_006974145.1,GCA_006974145.1_contig1.region001,Others,Others,betalactone.terpene,4095,7532,['PF01566.18 PF00393.19 PF03446.15 PF01202.22 PF07940.13 PF16889.5 PF16318.5 PF14592.6 PF01261.24 PF03737.15 PF13396.6 PF13091.6 PF13091.6 PF13640.6 PF03109.16 PF00903.25 PF00196.19 PF13279.6 PF14765.6 PF08659.10 PF00550.25 PF00698.21 PF02801.22 PF00109.26 PF03116.15 PF13517.6 PF13517.6 PF08012.11 PF01476.20'],29,Nramp;6PGD;NAD_binding_2;SKI;Hepar_II_III;Hepar_II_III_N;DUF4957;Chondroitinas_B;AP_endonuc_2;RraA-like;PLDc_N;PLDc_2;PLDc_2;2OG-FeII_Oxy_3;ABC1;Glyoxalase;GerE;4HBT_2;PS-DH;KR;PP-binding;Acyl_transf_1;Ketoacyl-synt_C;ketoacyl-synt;NQR2_RnfD_RnfE;VCBS;VCBS;DUF1702;LysM
6408,GCA_007097245.1,GCA_007097245.1_contig11.region001,Others,Others,betalactone.T3PKS,10039,4055,['PF01144.23 PF13229.6 PF13561.6 PF12833.7 PF04023.14 PF02742.15 PF01325.19 PF04326.14 PF00582.26 PF01566.18 PF13557.6 PF05834.12'],12,Patatin;HHH_2;UvrC_HhH_N;GIY-YIG;AstE_AspA;5-FTHF_cyc-lig;AAA_14;DUF4143;Transgly;DoxX;PAP2;Aminotran_1_2;PDDEXK_3;AAA_26;Aminotran_3;ketoacyl-synt;Ketoacyl-synt_C;RecX;PA14;Laminin_G_3;Disulph_isomer;UPF0176_N;Rhodanese;Rhodanese_C;SnoaL;PSP1;GldH_lipo;Transgly;Transpeptidase
4912,GCA_007097245.1,GCA_007097245.1_contig11.region001,PKSother,Others,betalactone.T3PKS,1848,3820,['PF01144.23 PF13229.6 PF13561.6 PF12833.7 PF04023.14 PF02742.15 PF01325.19 PF04326.14 PF00582.26 PF01566.18 PF13557.6 PF05834.12'],12,Patatin;HHH_2;UvrC_HhH_N;GIY-YIG;AstE_AspA;5-FTHF_cyc-lig;AAA_14;DUF4143;Transgly;DoxX;PAP2;Aminotran_1_2;PDDEXK_3;AAA_26;Aminotran_3;ketoacyl-synt;Ketoacyl-synt_C;RecX;PA14;Laminin_G_3;Disulph_isomer;UPF0176_N;Rhodanese;Rhodanese_C;SnoaL;PSP1;GldH_lipo;Transgly;Transpeptidase
5463,GCA_007097265.1,GCA_007097265.1_contig26.region001,PKSother,Others,betalactone.T3PKS,1848,6815,['PF09084.11 PF13302.7 PF07993.12 PF00903.25 PF01048.20 PF01253.22 PF03171.20 PF14226.6 PF00676.20 PF02779.24 PF02780.20 PF00682.19 PF00180.20 PF00920.21 PF02776.18 PF00205.22 PF02775.21 PF01842.25 PF10369.9 PF07991.12 PF01450.19 PF01450.19 PF16177.5 PF00501.28 PF13193.6 PF00890.24 PF08491.10 PF13847.6 PF00195.19 PF02797.15 PF07977.13 PF00109.26 PF02801.22'],33,DLH;FA_hydroxylase;3-dmu-9_3-mt;DLH;Pribosyltran;Ion_trans_2;IRK_C;MerR_1;B12-binding_2;Amino_oxidase;SQS_PSY;FA_hydroxylase;DNA_photolyase;FAD_binding_7;Epimerase;DUF1731;YceI
6292,GCA_007097265.1,GCA_007097265.1_contig26.region001,Others,Others,betalactone.T3PKS,10039,3005,['PF09084.11 PF13302.7 PF07993.12 PF00903.25 PF01048.20 PF01253.22 PF03171.20 PF14226.6 PF00676.20 PF02779.24 PF02780.20 PF00682.19 PF00180.20 PF00920.21 PF02776.18 PF00205.22 PF02775.21 PF01842.25 PF10369.9 PF07991.12 PF01450.19 PF01450.19 PF16177.5 PF00501.28 PF13193.6 PF00890.24 PF08491.10 PF13847.6 PF00195.19 PF02797.15 PF07977.13 PF00109.26 PF02801.22'],33,DLH;FA_hydroxylase;3-dmu-9_3-mt;DLH;Pribosyltran;Ion_trans_2;IRK_C;MerR_1;B12-binding_2;Amino_oxidase;SQS_PSY;FA_hydroxylase;DNA_photolyase;FAD_binding_7;Epimerase;DUF1731;YceI
5464,GCA_007097285.1,GCA_007097285.1_contig25.region001,PKSother,Others,betalactone.T3PKS,1848,6815,['PF02801.22 PF00109.26 PF07977.13 PF02797.15 PF00195.19 PF13847.6 PF08491.10 PF00890.24 PF13193.6 PF00501.28 PF16177.5 PF01450.19 PF01450.19 PF07991.12 PF10369.9 PF01842.25 PF02775.21 PF00205.22 PF02776.18 PF00920.21 PF00180.20 PF00682.19 PF02780.20 PF02779.24 PF00676.20 PF14226.6 PF03171.20 PF01253.22 PF01048.20 PF00903.25 PF07993.12 PF13302.7 PF09084.11'],33,FA_hydroxylase;SQS_PSY;Amino_oxidase;B12-binding_2;MerR_1;IRK_C;Ion_trans_2;Pribosyltran;DLH;3-dmu-9_3-mt;FA_hydroxylase;DLH;DLH
8125,GCA_007097285.1,GCA_007097285.1_contig25.region001,Others,Others,betalactone.T3PKS,4095,6819,['PF02801.22 PF00109.26 PF07977.13 PF02797.15 PF00195.19 PF13847.6 PF08491.10 PF00890.24 PF13193.6 PF00501.28 PF16177.5 PF01450.19 PF01450.19 PF07991.12 PF10369.9 PF01842.25 PF02775.21 PF00205.22 PF02776.18 PF00920.21 PF00180.20 PF00682.19 PF02780.20 PF02779.24 PF00676.20 PF14226.6 PF03171.20 PF01253.22 PF01048.20 PF00903.25 PF07993.12 PF13302.7 PF09084.11'],33,FA_hydroxylase;SQS_PSY;Amino_oxidase;B12-binding_2;MerR_1;IRK_C;Ion_trans_2;Pribosyltran;DLH;3-dmu-9_3-mt;FA_hydroxylase;DLH;DLH
5465,GCA_007097295.1,GCA_007097295.1_contig25.region001,PKSother,Others,betalactone.T3PKS,1848,6815,['PF09084.11 PF13302.7 PF07993.12 PF00903.25 PF01048.20 PF01253.22 PF03171.20 PF14226.6 PF00676.20 PF02779.24 PF02780.20 PF00682.19 PF00180.20 PF00920.21 PF02776.18 PF00205.22 PF02775.21 PF01842.25 PF10369.9 PF07991.12 PF01450.19 PF01450.19 PF16177.5 PF00501.28 PF13193.6 PF00890.24 PF08491.10 PF13847.6 PF00195.19 PF02797.15 PF07977.13 PF00109.26 PF02801.22'],33,NMT1;Acetyltransf_3;NAD_binding_4;Glyoxalase;PNP_UDP_1;SUI1;2OG-FeII_Oxy;DIOX_N;E1_dh;Transket_pyr;Transketolase_C;HMGL-like;Iso_dh;ILVD_EDD;TPP_enzyme_N;TPP_enzyme_M;TPP_enzyme_C;ACT;ALS_ss_C;IlvN;IlvC;IlvC;ACAS_N;AMP-binding;AMP-binding_C;FAD_binding_2;SE;Methyltransf_31;Chal_sti_synt_N;Chal_sti_synt_C;FabA;ketoacyl-synt;Ketoacyl-synt_C
8126,GCA_007097295.1,GCA_007097295.1_contig25.region001,Others,Others,betalactone.T3PKS,4095,6819,['PF09084.11 PF13302.7 PF07993.12 PF00903.25 PF01048.20 PF01253.22 PF03171.20 PF14226.6 PF00676.20 PF02779.24 PF02780.20 PF00682.19 PF00180.20 PF00920.21 PF02776.18 PF00205.22 PF02775.21 PF01842.25 PF10369.9 PF07991.12 PF01450.19 PF01450.19 PF16177.5 PF00501.28 PF13193.6 PF00890.24 PF08491.10 PF13847.6 PF00195.19 PF02797.15 PF07977.13 PF00109.26 PF02801.22'],33,NMT1;Acetyltransf_3;NAD_binding_4;Glyoxalase;PNP_UDP_1;SUI1;2OG-FeII_Oxy;DIOX_N;E1_dh;Transket_pyr;Transketolase_C;HMGL-like;Iso_dh;ILVD_EDD;TPP_enzyme_N;TPP_enzyme_M;TPP_enzyme_C;ACT;ALS_ss_C;IlvN;IlvC;IlvC;ACAS_N;AMP-binding;AMP-binding_C;FAD_binding_2;SE;Methyltransf_31;Chal_sti_synt_N;Chal_sti_synt_C;FabA;ketoacyl-synt;Ketoacyl-synt_C
8127,GCA_007097305.1,GCA_007097305.1_contig24.region001,Others,Others,betalactone.T3PKS,4095,6819,['PF02801.22 PF00109.26 PF07977.13 PF02797.15 PF00195.19 PF13847.6 PF08491.10 PF00890.24 PF13193.6 PF00501.28 PF16177.5 PF01450.19 PF01450.19 PF07991.12 PF10369.9 PF01842.25 PF02775.21 PF00205.22 PF02776.18 PF00920.21 PF00180.20 PF00682.19 PF02780.20 PF02779.24 PF00676.20 PF14226.6 PF03171.20 PF01253.22 PF01048.20 PF00903.25 PF07993.12 PF13302.7 PF09084.11'],33,SnoaL;Rhodanese_C;Rhodanese;UPF0176_N;PAS_4;PAS_3;PAS_3;PAS_3;PAS_9;PAS;PAS_4;PAS_3;PAS_3;PAS_3;PAS_3;PAS_3;PAS_3;PAS;Disulph_isomer;Lycopene_cycl;Thioredox_DsbH;TonB_dep_Rec;Plug;CarbopepD_reg_2;Rieske;DHOR;DHOR;Nramp;Usp;Fe_dep_repress;Fe_dep_repr_C;FeoA
